stage,blastomeres,eye,hatching.gland,mural.cell,neural,periderm,spinal.cord
  3-4,35.11,0,0,0,0,0,0
  5-6,20.93,0,0,0,0,8.81,0
  7-9,0,0,4.85,0,11.51,0,0
 10-12,0,0,0,0,6.63,0,0
 36-46,0,0,0,0.72,0,0,0
 48-58,0,0,0,0,0.48,0,1.08
 60-70,0,1.85,0,0,0.86,0,0
 72-82,0,0,0,0,1.17,0,0
 84-94,0,1.38,0,0,3.39,0,0
 96-106,0,1.04,0,0,1.57,0,0
108-118,0,0,0,0,3.03,0.63,0
120,0,5.78,0,0,0,0,0
