stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,37.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,12.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44,0,0,0,3.4,0,3.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.64,0,0,0,8.93,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0.96,0,0,0,0,0,0,0,1.7,13.21,0,0,0,0,0,274.52,0,0.91,0,0,0,1.8,0,0,0,0,0,5.18,1.14,0,0,1.4,0,0,0,0,0,0
 24-34,0,0,0,0,2.49,0,0,3.17,0,0,0,0.79,0.74,0,0,0,0,0,0,800.26,0,2.92,0,0,0,42.25,0,0,0,0,0,0,0,0,0,0,2.99,0,0,2.56,0,0
 36-46,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,840.28,9.74,1.6,0,0,7.82,48.94,0,0,0,0,0,0.7,0,0,0,0,8.35,0,0,0,0,1.52
 48-58,0,0,0,0,0,0,0,11.53,0,0,1.03,2.26,3.26,1.7,0,0,0,0,0,794.92,0,8.06,0,0,0,31.34,0,0,0,0,0,6.42,0,0,0,0,4.63,0,0,0,0,0
 60-70,2.52,0,0,0,0,0,17.21,34.05,0,0,0,4.66,0.85,0,0,0,0,0,0,922.48,0,6.25,0,0,0,48.48,0,1.74,0,0,0,3.79,0,0,0,0,14.64,0,0,1.11,0,12.49
 72-82,0,0,27.18,0,21.5,28.87,0,153.9,0.7,2.35,2.35,30.4,4.49,0,0,5.23,1.7,4.12,0,4746.43,0,58.88,0.58,1.23,10.68,476.24,2.45,3.39,2.1,0,2.35,18.22,0,6.29,0,0,30.46,9.99,0,12.64,0,36.52
 84-94,0,0,2.14,0,21.71,49.57,0.56,208.45,1.41,1.13,1.8,17.45,15.72,1.3,0,9.22,1.02,2.75,2.68,15755.88,0,82.69,2.96,5.85,16.56,578.89,1.77,1.16,0.83,0,1.68,51.27,0,0,0,0,22.11,25.63,4.61,10.41,0.82,34.12
 96-106,0,0,14.33,0,170.37,316.4,33.52,944.94,10.7,36.88,31.46,243.41,100.19,0,11.83,45.21,11.1,5.5,20.91,34806.21,9.7,464.45,18.28,25.54,57.32,4738.85,13.92,25.75,27.51,0,4,355.33,0,0.62,8.85,0,66.23,9.46,22.43,115.71,21.36,30.98
108-118,0,0,19.67,0.49,131.56,113.32,58.43,872.62,6.01,26.41,38.77,223.63,47.88,0,6.35,43.02,6.94,13.13,14.26,69543.02,13.75,496.91,10.99,21.74,44.26,3821.21,11.78,19.21,31.48,0,22.17,173.82,0,17.17,3.71,0,39.86,35.83,5.45,60.01,8.66,60.96
120,0,0,16.82,0,81.04,99.6,9.61,387.93,2.03,24.51,17.64,194.14,19.09,0,0,17.09,6.31,4.01,12.48,33737.41,0,295.05,4.92,27.05,15.38,2709.89,6.76,15.56,18.73,0,37.07,92.79,0,4.73,1.37,0,29.19,23.77,13.44,8.65,19.49,30.34
