stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.78,276.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0
  5-6,41.3,431.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.42,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.35,0,4.32,0,0,0,55.15,0,0,0,0,0,9.72,0,0,0,0,0,0,0,0,0,0,0,352.03,11.36,0,0,121.76,0,0,5.5,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.28,19.43,0,16.41,0,67.38,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,358.93,60.27,0,0,155.43,0,0,0,0,14.27,0,0,0,0,0,0,0,0
 14-21,0,0,7.67,46.69,15.23,0,36.12,0,0,0,7.06,0,0,0,0,0.82,0,0,0,0,25.59,0,0,59.39,411.55,11.5,0,0,8.55,0,1.45,2.11,26.33,0.82,0,43.18,122.19,0,0,1.23,0,0
 24-34,0,0,1.27,18.72,2.07,0,66.03,0,0.82,1.3,22.19,2.47,2.59,0.67,0,3.16,0.63,1.27,0,0,107.74,0,1.21,48.09,726.06,4.9,1.43,9.86,0,0,20.75,0,0,5.58,0,9.47,174.35,0,0,5.35,0,4.74
 36-46,0,0,0,12.83,0,0,41.44,0,8.19,6.73,38.22,0,0,0,0,0.67,4.15,1.7,0,0,73.3,1.03,3.67,26.38,296.69,3.65,0,0.63,0,0,30.71,0,0,0,0,0,101.94,0,0,4.96,0,0.65
 48-58,0,0,0,10.09,0,0,42.4,0,0.4,6.88,52.32,0.41,0,1.81,0,0,2.57,0.84,0,0,134.25,0,5.74,12.68,153.37,6.89,3.39,4.95,0,4.26,4.55,0,0,0,0,0,80.25,0,0,4.32,0,1.32
 60-70,0,0,0,30.36,2.26,0,24.83,0,0.87,5.93,50.27,1.75,4.08,1.18,0,1.31,8.83,0.79,2.6,0,120.42,0,1.57,12.4,92.2,0.62,0,0,0,0,0.6,0.85,0,3.98,0,0,19.91,0,2.37,13.7,0,3.58
 72-82,0,0,0,4.66,0,1.04,23.81,0,0.51,14.19,52.4,3.18,0,3.79,0,4.83,2.96,3.65,0,0,229.9,0,4.81,17.86,56.01,2.06,0.51,2.31,0,2.57,3.26,0,0,0,0,0,15.04,0,5.88,8.91,10.2,8.7
 84-94,0,0,0,11.78,0,0,24.74,1.38,7.42,10.79,42.2,5.51,0,4.79,0,0.68,1.15,1.89,0,15.52,168.37,3.29,4.72,18.79,71.5,1.97,0,7.7,0,8.69,15.51,0,0,0,0,0,21.79,0,5.1,10.69,6.24,2.83
 96-106,0,0,0,26.32,0,2.47,20.46,0,7,6.64,53.59,5.1,0,3.99,1.86,0,3.88,1.61,2.84,7.92,151.04,0,12.99,12.18,73.13,0,1.53,17.94,0,5.06,23.96,0,0,0.67,0,0,5.71,0,7.18,19.34,6.65,11.8
108-118,0,0,0,28.1,0,3.76,28.75,0,2.2,11.99,74.32,2.29,0,2.75,0,0.46,3.21,0.56,2.9,0.91,207.44,0,9.63,20.82,105.4,1.96,0.88,6.8,0,7.48,12.16,0.79,0,0,4.12,0,3.46,0.52,4.04,12.77,1.46,1.58
120,0,0,0,25.33,3.03,0,25.06,0,9.12,20.76,103.6,9.54,0,1.85,1.01,0,6.58,0,0,0,303.21,1.47,62.26,23.18,89.1,3.19,0,6.56,0,2.76,11.43,0,0,1.22,0,0,0,5.08,11.79,0,10.94,0
