stage,endocrine.pancreas,epidermis,eye,fin.epithelia,gut,immune,ionocyte,mesenchyme,neural,otic,periderm,taste,vasculature
 14-21,0,0,0,0,0,0,0,1.53,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,1.09,0,0,0,0,0
 48-58,0,0,0.55,0,0,0,0,2.18,0,0,0,0,0.42
 60-70,0,0,0,0,0,0,0,3.23,4.74,0,0,0,0
 72-82,0,20.32,0,0,0,0,0,0,0,0,0,1.45,0
 84-94,0,13.18,0.7,0,0.66,0,0,0,0,0,0,4.6,0
 96-106,1.8,37.95,0,0.86,0,0,0.86,2.31,2.7,1,0,1.44,0
108-118,0,27.57,0,0,1.09,0.61,0,1.05,1.74,0,0,1.7,0
120,0,46.26,0,0,0,0,0,31.01,0,0,1.68,0,0
