stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,10.67,248.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.58,0,0,0,0,0,0,0,0,0,0,0
  5-6,10.76,460.89,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.72,0,0,0,0,0,22.62,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,24.28,34.81,0,0,0,38.25,0,0,0,0,0,6.32,0,0,0,0,0,0,0,0,0,0,0,238.92,4.08,0,0,61.36,0,0,5.42,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.21,34.18,0,0,0,150.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267.59,33.47,0,0,109.33,0,61.04,0,6.12,21.22,0,0,0,0,0,0,0,0
 14-21,0,0,0,3937.8,14.22,0,8.32,0,2.22,0,0.84,0.82,0,0,0,6.28,0,0,0,0,110.68,11.82,0,46.8,1731.25,1.87,87.24,2.18,2.94,0,61.22,0,18.26,424.3,0,24.59,321.8,0,0,0,0,0
 24-34,0,0,0.7,380.47,8.12,0,23.14,0,14.45,0.83,29.24,1,1.82,0,0,1.7,1.14,0,2.41,0,530.51,6.08,0,75.2,2968.55,0.62,558.93,50.15,0,0,53.28,0,0.76,138.47,2.03,12.8,381.61,0,0,5.77,0,0
 36-46,0,0,0,105.52,0,0,48.46,0,3.56,0,96.78,0,0,0,0,0,0,3.34,0,1.09,757.38,7.59,0,45.2,4871.45,1.14,261.86,76.66,0,5.08,132.88,0,0,75.47,0.72,0,247.37,0,0,5.58,0,11.5
 48-58,0,0,0,64.2,7.23,0,201.02,0,11.94,1.28,197.14,0,0,1.6,0,0,0,1.29,0,1.18,1205.73,1.58,8,130.11,8176.4,0.56,174.84,86.89,0,1.82,61.89,0,0,57.91,0,0,176.4,0,0,3.6,0,15.45
 60-70,0,0,0,32.38,0,0,266.93,0,7.57,10.16,219.49,0,0,0,1.34,0,0,2.26,3.59,0,1363.12,0.9,3.85,118.33,7126.01,0.66,79.78,53.32,0,19.28,54.56,0,0,38.67,3.27,0,60.31,0,0,5.04,0,32.05
 72-82,0,0,0,50.26,7.08,0,445.4,0.71,6.74,0,304.74,0.66,0,0,2.53,1.12,1.57,6.91,3.05,0,2098.87,7.37,3.03,164.66,7146.16,0,194.81,106.66,0,17.06,42.37,0,0,27.12,0,0,31.21,0,7.02,8.71,9.72,0
 84-94,0,0,0,65.32,1.91,0,446.13,0,17.9,0.91,332.03,3.76,0,2.76,1.35,0.6,10.36,12.66,2.93,4.37,1916.3,3.84,19.97,152.43,4738.36,0,161.8,116.18,0,23.62,97.3,0,0,71.61,0,0,38.84,0,5.63,13.64,3.65,14.5
 96-106,0,0,1.03,82.72,16.98,0,454.15,0,25.6,5.5,349.83,3.26,0,0,7.99,1.54,6.46,23.45,19.59,0,1836.22,5.62,31.9,105.8,3584.49,1.46,230.77,126.84,0,20.78,71.2,0,0,67.55,0,0,14.45,2.59,10.88,4.04,1.91,11.04
108-118,0,0,0,69.37,5.52,0,257.54,0.65,26.97,1,343.83,2.55,0,0,8.49,0,4.04,7.43,5.97,0,2069.09,5.65,40.33,67.22,5681.04,2.2,125.94,124.88,0,31.49,54.72,0,0,56.25,0,0,5.44,5.7,2.7,3.07,6.64,0
120,0,0,0,149.51,5.45,5.36,402.94,1.06,10.3,0,385.85,1.38,0,0,8.06,7.65,0,6.33,6.08,0,1451.79,1.56,9.37,64.49,5984.33,0,135.64,124.42,0,0,40.47,0,0,34.45,0,0,40.76,6.92,18.92,4.12,0,3.17
