stage,blastomeres,eye,fast.muscle,glial,heart,immune,mesenchyme,neural
  5-6,17.26,0,0,0,0,0,0,0
  7-9,0,6.16,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,13.21
 24-34,0,0,0,0,0,1.39,0.59,0
 36-46,0,0,0,0.68,0,0.65,0,0.62
 48-58,0,0,0,0,0,5.86,0,0
 60-70,0,0,0,0,0,2.11,0,0
 72-82,0,1.92,3.39,0,0,2.25,0,0
 84-94,0,0,0,0,0,2.71,0,0
 96-106,0,0,0,0,0,8.64,0,0
108-118,0,0,0,0,0,3.11,0,0
120,0,0,0,0,3.84,26.87,0,0
