stage,epidermis,erythrocytes,eye,glial,lateral.line,mesenchyme,mural.cell,muscle,neural,periderm,pronephros,spinal.cord
 14-21,0,0,0,0,0,0.88,0,0,9.47,0,0,3.86
 24-34,0,0,0,0,0,0,0,0.78,1.77,0,0.6,0.93
 36-46,1.77,0,0,0,0,0,0,0,1.58,0,0,0
 48-58,0,0,0,0,0,0,0,0,1.69,3.24,0,0
 60-70,0,0,1.06,0,0,0,0,0.99,0,0,0,0
 72-82,0,0,0,1.74,0,2.74,0.7,0,9.48,0,0,1.81
 84-94,0,0.62,0,0,0,0,0,0,0.91,0,0,0
108-118,0,0,0,0,1.01,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,18.98,0,0,0
