stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,20.8,13.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45,0,0,0,0,0,0,0,0,0,0
  5-6,0,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,3.66,0,0,0,0,0,35.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.13,0,0,0,0,0,0,0,0,0,0,0,108.89,0,0,0,0,0,0,0,0,0,0,0,17.33,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,0,0
 14-21,0,0,4.5,1.21,11.62,9.8,0,0,0,0,0,1.99,0,101.63,0,0,0,0,0,0,0,7.71,0,0,7.3,73.91,3.83,12.96,31.96,0,0,0,0.91,7.48,0,41.15,27.72,12.65,0,0,0,0
 24-34,0,0,1.46,2.08,11.39,0.83,0,2.75,0,1.01,0,0,0,0.66,0.67,0,0,0,0.65,0,0,16.62,0,0,1.04,169.28,9.53,57.6,51.71,0,0,0,0.86,0,1.84,4.1,8.68,65.88,0,2.14,0,2.48
 36-46,0,0,0,0,4.67,0,0,4.58,0.68,0.56,0.57,5.27,0,0,0,0,0,0,6.33,0,0,9.64,0,0,2.27,245.93,10.95,54.29,56.19,0,0,3.39,1.61,0,0,1.74,0,72.08,0,0,0,0
 48-58,0,0,0.54,0,4.27,0.41,0,14.28,0,1.4,0.64,6.26,0,0.5,3.59,0,0,0,7.19,1.02,0,34.74,0,0,11.82,399.93,6.86,29.86,59.59,0,0.97,0,0,0,1.67,0,0,50.92,0,1.59,0,4.13
 60-70,0,0,0,0,13.1,0,0,35.97,8.95,0,8.21,4.51,0,4.94,2.74,0,0,9.75,7.54,0,1.22,55.11,0,0.63,2.34,809.92,3.5,24.71,61.44,0,0,7.58,0,0,0.62,0.75,0,69.42,0,1.73,0,3.21
 72-82,0,0,1.44,0,0,0,0,151.9,6.1,0,0,20.62,2.93,0,14.93,0.65,0,0,13.65,0,0,64.28,0,0.68,13.4,1275.81,0.61,39.92,115.82,1.13,0,1.16,0,0,0.73,0,0,93.37,0,3.96,0.71,21.3
 84-94,0,0,0,0,15.08,0.57,0,127.53,16.47,0.66,0,23.75,0.77,2.16,9.86,0,1.56,0,19.85,0,0,69.74,0,2.28,8.79,836.13,5.45,62.49,162.55,0,0,4.52,0,0,2.92,0,0,33.56,1.04,0.77,2.24,0
 96-106,0,0,8.96,0,24.16,20.77,5.91,141.95,20.15,2.19,2.8,20.49,1.82,0,8.38,0,0,0.79,24.94,0,0,70.79,0.71,0,25.41,794.88,3.17,73.95,190.8,0,1.11,4.14,0,0,0.78,0.57,0,18.34,2.85,7.04,7.84,2.89
108-118,0,0,0,0,20.92,1.86,0,146.8,11.94,4.37,0,29.37,0.82,0,7.96,0.54,0.95,0,29.08,0,0,65.04,1.14,2.75,8.26,1238.6,5.42,47.34,142.46,0,0,1.38,0,0,3.23,0.5,0,27,2.82,2.77,1.15,0
120,3.94,0,19.7,0,38.68,0,0,161.01,14.07,0,0,26.74,1.14,0,0,0,0,0,54.84,0,0,39.92,0,2.13,8.74,1946.13,13.71,61,154.65,0,0,3.95,0,0,0,0,0,45.73,0,11.59,0,0
