stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,222.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.19,91.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,4.62,0,0,0,0,0,5.02,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,66.07,0,0,0,24.74,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,7.71,0,9.45,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,86.35,0,0,0,30.91,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.01,9.78,1.32,0,5.72,0,0,0,4.73,0,0.98,0,0,0,0,0,0,0,8.39,0,0,0.97,25.73,15.31,0.84,0.84,1.3,0,4.1,7.25,2.51,2.45,7.51,14.41,0,0,3.93,0,9.35
 24-34,0,0,0,0,5.7,0,0,22.73,0,3.47,0,1.93,0,0,5.64,1.01,1.6,0,0,9.91,6.31,9.39,0,0,9.72,72.14,2.06,2.04,1.03,0,0,12.36,0,2.67,0.66,4.18,24.8,0,0,16.64,0,3.69
 36-46,0,0,0,0,16.74,0,0,14.94,0.68,1.14,0.78,7.07,0,0,1.55,0,0.66,1.3,0.57,0,3.62,18.26,0,0,2.65,88.47,0,6.79,0.83,0,0,13.42,0,2.15,1.69,0,23.59,0,0,6.81,0,8.14
 48-58,0,0,0,0,2.61,1.69,0,34.22,0,0,0.94,9.55,0,0.86,0.38,2.64,0.46,4.8,1.11,0.48,2.69,20.88,0.45,0,6.07,100.12,0.49,0.78,6.5,0,0,17.07,0,0,0.4,0,20.41,0,0,8.68,0,11.35
 60-70,0,0,0,0,6.67,0,0,48.66,0.65,7.02,0,32.28,0.96,0,0,2.82,0,11.95,0,5.17,2.31,38.94,0,10.58,1.52,84.09,2.09,2.62,0,0,0,18.12,0,3.03,1.5,0,24.63,0,0,17.13,0,8.13
 72-82,0,0,1.31,0,3.25,5.5,0,68.57,0,7.06,7.74,48.13,3.15,0,0,6.54,1.25,11.76,0,0,0,56.98,0,0.75,2.76,87.15,0.72,7.26,0.99,0,3.69,5.59,0,0,0,0,13.35,4.82,1.34,12.63,0,19.07
 84-94,0,0,0.7,0,8.2,0,0,33.72,0,12.49,4.78,26.58,0.63,2.81,0,8.9,0.73,6.43,1.52,0.86,10.58,31.11,0,6.3,3.16,95.18,0,0,2.36,0,2.68,14.61,0,2.19,0,0,24.22,1.13,1.11,10.91,7.72,2.28
 96-106,0,0,0,0,4.02,3.24,0,37.54,0,0,0,43.13,2.86,1.06,2.19,0.65,0,10.54,3.14,0,0.68,34.87,6.77,1.94,0,59.37,2.03,2.32,6.63,0,0,10.38,0,2.2,0,0,0,0.61,0,6.9,0,6.92
108-118,0,0,1.44,0,10.6,3.29,0.52,45.55,0,2.35,4.42,39.97,4,0,0,3.82,6.22,29.06,0,0,4.29,27.92,0,0.46,1.52,74.15,0,2.16,6.23,0,3.18,23.64,0,1.44,1.4,0,3.38,1.6,1.06,9.61,0.96,7.84
120,0,0,5.88,4.41,15.25,1,0,51.53,0,2.53,0,31.95,2.54,0,0,20.05,2.06,4.78,0,1.67,5.95,48.9,1.49,6.37,6.09,186.08,0,0,0,0,3.68,18.25,0,4.2,0,0,1.7,0,0,28.12,0,0
