stage,epidermis,erythrocytes,fin.epithelia,glial,immune,mesenchyme,neural,vasculature
 14-21,0,3.44,0,0,1.77,0,1.92,0
 24-34,0,0.6,0,0,1.1,0,0,0
 36-46,0,0,0,0,3.8,0,1.04,15.26
 48-58,0,0,0,0,0,0,0.46,4.71
 60-70,0,0,0,0,3.65,0,1.03,0
 72-82,0,2.9,0,3.51,4.24,0,0,0
 84-94,0,0.57,0,0,13.05,0,4.49,3.61
 96-106,0,0,0,0,13.26,3.2,0,0
108-118,2.6,1.34,0.61,0,4.76,4.26,0.42,1.91
120,8.56,1.12,0,0,9.01,0,2.85,2.63
