stage,erythrocytes,lateral.line,neural,olfactory,periderm,spinal.cord
 24-34,0,0,10.43,5.11,0,0
 36-46,0,0,0,43.79,0,0
 48-58,0,0,7.09,130.5,0,0.57
 60-70,0,1.2,0,6.45,9.37,0
 72-82,0,0,0,109.79,0,0
 84-94,0,0,0,13.49,0,0
 96-106,3.75,0,0,97.23,0,0
108-118,0,0,0,71.64,0,0
120,0,0,0,43.24,0,0
