stage,epidermis,eye,gut,neural,spinal.cord
 10-12,0,0,0,11.52,0
 24-34,2.23,0,0,1.4,0
 36-46,0,0,0,3.62,0.93
 48-58,0,0.6,0,9.89,0
 60-70,0,0,0,8.75,0
 72-82,0,2.35,0.54,8.36,0
 84-94,0,11.61,0,0,0
 96-106,0,0,0,6.07,0
108-118,0,0,0,1.71,0
120,2.83,0,0,0,0
