stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,23.14,193.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,25.24,537.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.61,0,0,0,0,11.47,0,0,0,0,0,0,0,0,0,0
  7-9,0,42.56,0,16.07,0,0,0,37.39,0,0,0,0,0,7.86,0,0,0,0,0,0,0,0,0,0,0,507.2,14.95,0,0,159.84,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,42.89,0,99.95,0,0,0,109.19,0,0,0,0,0,12.04,0,0,0,0,0,3.73,0,0,0,0,0,1406.68,0,0,0,395.14,0,0,14.56,0,71.16,0,0,0,0,0,0,0
 14-21,0,0,1.11,6.6,67.32,20.92,0,54.76,0,0,0,29.37,2.03,4.83,0,0,3.32,0,0,0,1.08,46.93,0,0,15.85,659.42,32.83,4.56,5.73,11.38,0,43.22,0.91,46.11,5.12,27.18,192.01,0,0,4.87,0,0
 24-34,0,0,1.3,1.35,26.16,15.14,0,121.67,0,3.35,2.8,24.18,2.28,0,3.53,4.47,5,2.15,5.33,0.92,1.3,69.58,0,0,23.25,964.45,1.57,6.07,10.07,0,0.99,47.75,0,1.58,2.09,9.37,165.99,0,0,40.57,0,7.8
 36-46,0,0,0,0,37.77,0,0,181.86,0,13.97,0.62,22.39,0,0,4.01,1.3,0,8.1,0,2.24,4.51,55.68,1.19,2.08,13.47,521.16,1.76,8.54,3.31,0,0,30.95,0,0,6.85,0,72.46,0,0,1.98,0,12.69
 48-58,0,0,0,0,21.1,0.82,0,228.93,0,0.85,1.34,31.01,1.87,0,2.59,0.93,0.4,2.76,0.47,2.07,2.32,46.57,1.7,3.28,10.21,363.55,2.32,2.21,2.37,0,0,28.72,0,0,0.38,0,54.85,0,0,7.24,0,14.2
 60-70,0,0,0,0,48.85,0,0,162.97,0,1.2,3.44,48,3.71,0,0,6.63,0.58,4.4,0.65,5.58,0,61.44,0,3.68,14.01,288.55,0,5.24,5.35,0,0,20.39,0,0,0,0,25.24,0,1.77,7.05,5.77,7.87
 72-82,0,0,0,0,24.2,0.85,1.16,133.82,0,2.4,2.05,74.57,5.93,0,1.88,1.32,0.66,4.92,5.4,2.12,0,84.9,0.73,6.92,9.81,266.48,1.76,9.35,4.32,0,1.82,17.61,0,0,0,0,23.4,0.92,0,13.56,0,9.04
 84-94,0,0,3.36,0,37.43,5.97,0.8,128.61,0,5.98,2.3,62.83,9.09,0,1.18,2.34,3.49,2.52,4.81,6.65,2.59,88.98,1.18,8.96,14.72,190.46,3.3,11.77,7.54,0,0.57,39.67,0,0,0,0,20.06,1.42,0,17.06,0,22.38
 96-106,0,0,2.81,0,28.22,5.37,2.39,72.34,1.69,2.1,1.06,59.94,13.19,0,4.2,9.85,2.58,7.82,9.65,8.29,0,75.87,2.51,1.75,14.46,146.39,0.71,19.09,11.36,0,4.61,32.84,0,0,1.29,0,9.67,0.67,0.76,8.43,2.79,2.07
108-118,0,0,0.41,0,44.68,4,0.85,68.21,0.46,4.36,4.6,81.04,7,0,0.88,11.68,5.36,6.5,1.81,9.25,0.46,96.16,0.53,6.61,13.77,217.17,4.22,11.37,8.71,0,8.56,30.07,0,0,0.53,0,5.22,1.41,0,18.96,3.75,0.51
120,1.19,0,0,0,40.92,12.36,1.6,115.57,0,1.42,0,101.76,10.75,0,2,10.27,4.09,8.39,5.61,10.55,0,68.77,0,1.45,11.1,341.66,0,12.5,4.38,0,2.54,40.63,0,0,3.15,0,11.29,3.68,1.51,13.04,2.31,0
