stage,eye,glial,immune,neural,notochord,otic,paraxial_mesoderm,spinal_cord,vascular_smooth_muscle,vasculature
  7-9,0,0,0,3.48,7.13,0,4.07,0,0,0
 14-21,0,0,0,1.22,0,0,0,0,0,0
 24-34,0,0,0,9.41,0,0,0,1.44,0,0
 36-46,0,0,0,12.14,0,0,0,0,0,0
 48-58,0,0,0,7.43,0,0,0,0.44,0,0
 60-70,0.9,0.74,0,16.37,0,2.15,0,6.12,0,0
 72-82,6.26,0,0,21.88,0,0,0,0,0,0
 84-94,0.69,0,0,23.88,0,0,0,0,0,0
 96-106,0,0,0,21.14,0,0,0,0,1.27,0
108-118,1.59,0,0,33.97,0,0,0,0,0,0.99
120,0,0,1.88,68.26,0,0,0,0,0,0
