stage,axial,blastomeres,eye,hatching.gland,mesenchyme,neural,paraxial.mesoderm,periderm,spinal.cord,vasculature
  3-4,0,10.6,0,0,0,0,0,0,0,0
  5-6,14.94,54.17,0,0,0,0,0,0,0,0
  7-9,0,0,6.35,11.83,0,15.39,11.2,0,0,0
 10-12,0,0,7.98,0,0,3.12,0,0,0,0
 14-21,0,0,0,0,0,0.87,0,0,0,0.96
 24-34,0,0,0,0,0,0,0,0,1.32,0
 36-46,0,0,0,0,0.93,9.08,0,0,1.36,0
 48-58,0,0,0,0,0,1.34,0,0,0,0
108-118,0,0,0,0,0,0,0,0.63,0,0
