stage,eye,glial,mesenchyme,muscle,neural,notochord,spinal.cord
 14-21,0,0,0,0,0,4.46,0
 36-46,0,0,0,0,4.66,0,1.05
 48-58,0,0.79,0,0,22.98,0,1.98
 60-70,5.99,0,0,0,11.96,0,11.99
 72-82,14.53,0,1.29,1.17,22.86,0,2.16
 84-94,3.03,0,0,0,10.17,0,0
 96-106,7.09,0,0,0,22.76,0,0
108-118,9.87,0,0,0,10.53,0,0
120,0,0,0,0,11.33,0,0
