stage,erythrocytes,eye,glial,mesenchyme,neural,otic,spinal.cord
 14-21,1.69,0,0,0,0,0,0
 24-34,0,0,0,0,3.17,0,1.42
 36-46,0,0,0.6,0,0.63,0,0
 48-58,0,0,0.64,0,1.77,0,4.45
 60-70,0,1.97,0,0,0,0,0
 72-82,0,2.64,0,0,1.48,0,0
 84-94,0,0.78,0,0,0,0,0
 96-106,0,6.12,0,0.57,4.1,0.98,0
108-118,0,7.86,0,0,1.2,0,0
120,4.14,1.31,0,0,0,1.51,0
