stage,eye,glial,neural,spinal.cord
 24-34,0,0,1.3,0
 36-46,0,0,7.79,0
 48-58,0,0,5.81,0
 60-70,2.35,0,8.48,0
 72-82,0.61,1.74,11.61,1.64
 96-106,0,0,5.51,0
108-118,1.59,0,2.4,0
120,11.29,0,4.87,0
