stage,eye,glial,immune,mesenchyme,mural.cell,neural,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle
 14-21,0,0,0,0,0,0.9,0,0,0,0
 24-34,0,0,0,0,0,2.37,1.28,0,0,0
 36-46,0,0,0,0,0,3.66,0,0,0,0
 48-58,0,0,0.48,0,0,0,0.74,0,0,0
 60-70,0,0,0,0,0,2.28,0,0,1.03,0
 72-82,5.31,0,0,0,1.07,0,0,0,0,0
 84-94,1.69,0,3.51,0,0,0,0,0,0,1.06
 96-106,5.73,0,2.26,0,0,0,0,4.06,0,0
108-118,1.39,0,4.29,0,0,0.44,0,0,0,0.71
120,0,6.66,3.24,5.35,0,0,0,0,0,1.45
