stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,56.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,108.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.3,0,13.62,0,0,0,47.07,0,0,0,0,0,15.26,0,0,0,0,0,0,0,0,0,0,0,211.3,0,0,0,102.34,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,27.7,0,12.55,0,0,0,45.52,0,0,0,0,0,10.95,0,0,0,0,0,3.73,0,0,0,0,0,465.45,12.96,0,0,150.45,0,0,0,0,7.7,0,0,0,0,0,0,0,0
 14-21,0,0,3.86,8.14,4.63,0,22.85,0,0,0,11.76,0,0,0,0,0,0,0,0,0,21.55,0,0,12.67,320.04,6.42,0,2.26,7.7,0,0,0,14.52,0,1.31,24.88,97.73,0,0,2.47,0,0
 24-34,0,0,0,4.53,0,0,52.65,0,0,0,6.22,0,0,0,0,0,0,0,0,0.98,33.38,0,0,5.61,624.26,6.04,0,0,0,0,1.44,0,1.03,0,1.04,1.97,171.63,0,0,7.15,0,0
 36-46,0,0,0,1.38,0,0,124.65,0,0,0,30.83,0,0,9.66,0,0,0,0.66,0,4.31,40.17,0,1.13,4.5,728.77,1.4,2.39,0,0,0,0.77,0,0,0,0,1.34,177.56,0,0,1.72,0,0
 48-58,0,0,0,14.25,2.59,0,144.35,0.57,0,1.77,57.44,0,0,0.51,1,0,0.84,0.42,0,1.13,43.19,0,9.51,9.22,1389.56,0,0.38,9.98,0,0.39,3.5,0.65,0,0,0,0,155.1,0,0,7.35,0,3.9
 60-70,0,0,0,6.03,0,0,244.45,0,6.25,1.24,90.99,0,0,0,0.65,0.86,3.47,0,0,0,80.73,0,7.9,15.25,1919.86,6.52,0,5.81,0,1.22,0.9,0,0,0,0,0,181.35,0,1.58,0,0.81,5.53
 72-82,0,2.07,0,6.02,0,0,328.3,0,0.66,7.9,232.15,1.26,0,2.04,10.18,1.63,1.29,0.66,1.61,0,99.42,0,10.59,5.84,2413.63,0.89,0.67,6.23,0,1.08,0,0,0,0,0,0,183.98,0,1.23,11.95,5.41,4.43
 84-94,0,3.88,0,15.59,0,0,242.42,0,1.59,5.59,185.8,0,0,2.41,13.61,0,2.66,0,0,0,63.75,0,6.43,13.01,1686.1,2.66,1.41,3.07,0,0,2.04,0,0,0,0,0,134.66,0,1.11,8.35,7.42,0
 96-106,0,0,0,14.57,5.82,0,296.96,1.29,1,5.29,273,1.38,0,0,15.81,1.23,0.95,1.9,2.37,0,60.09,3.08,4.59,2.3,1704.9,0,3.59,1.9,0,5.04,0,0,0,0,0,0,93.69,0.83,0.72,7.07,8.18,0
108-118,0,0.62,0,19.83,0,1.73,227.69,0,0,5.05,294.33,1.6,0,0.61,9.12,1.5,0,0.98,0,0,85.42,0,2.16,9.93,1695.72,0.55,1.97,6.71,0,1.71,0.6,0,0,0,0,0,57.27,0,1.76,3.06,2.31,2.49
120,0,0,0,32,0,0,333.92,1.14,0,3.14,417.07,2.69,0,0,16.1,1.4,0,3.58,0,0,63.96,0,18.18,17.03,2667.98,0,1.45,0,0,0,1.06,0,0,0,0,0,111.01,0,18.9,1.66,13.86,2.34
