stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,110.16,3440.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.55,0,0,0,0,0,0,0,0,0,0
  5-6,99.33,2222.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.81,0,0,0,19.04,0,7.36,0,0,0,0,0,0,0,0,0,0
  7-9,43.96,62.69,0,69.52,0,0,0,163.99,0,0,0,0,0,44.66,0,0,0,0,0,0,0,0,0,0,0,1501.85,21.93,0,0,429.24,0,3.63,33.13,0,0,0,0,0,0,0,0,0
 10-12,0,66.68,0,147.79,0,31.1,0,235.27,0,0,0,0,0,29.26,0,0,0,0,0,0,0,0,0,0,0,1880.01,70.27,0,0,469.55,0,0,6.41,0,93.35,0,3.51,0,0,0,0,0
 14-21,0,0,0,8.32,139.15,28.01,0,71.54,0,0,0,16.82,5.2,0,0,0,1.84,0,0,0,0,66.5,0,0,34.99,1055.45,5.86,3.96,10.17,15.99,0,3.07,0,98.92,8.85,38.95,287.48,0,0,4.14,0,0
 24-34,0,0,0,2.4,34.15,3.29,0,168.94,0,1.85,1.44,39.88,1.01,1.41,3.02,0,1.01,1.45,2.43,4.26,0.95,137.9,0.71,1.52,59.49,1706.3,10.98,24.68,29.8,0,0,43.75,0,2.05,6.97,16.85,412.8,0,0,25.77,0,0.84
 36-46,0,0,1.95,0,13.25,4.14,0,528.85,0.68,2.89,3.32,73.74,0.74,0,6.25,7.29,1.92,4.15,0,0,0,164.57,1.81,4.38,49.25,1740.39,2.86,15.56,4.82,0,0.97,36.23,0,0,3.17,0,480.1,0,0,12.2,0,0.61
 48-58,0,0,0,0,11.4,0.66,0,756.24,0.7,1.92,4.62,62.8,1.83,0.75,2.79,1.26,3.98,0,5.03,0.39,0,136.03,0,2.75,31.54,688.31,1.95,9.1,5.41,0,3.8,6.61,0,0,2.86,0,205.19,0,1.22,23.95,0,10.81
 60-70,0.81,0,0,0,22.4,0.66,0,905.37,3.41,2.2,8.6,58.11,5.49,0,3.88,3.24,0,9.52,1.91,0.81,0,150.74,3.89,2.59,12.61,306.11,1.63,5.82,4.66,0,0,24.8,0,0,0,0,44.3,0,1.5,13.32,3.06,12.29
 72-82,0,0,0,0,21.82,19.47,0,454.95,0,5.41,5.23,33.43,1.57,0.5,1.46,3.06,1.73,0.72,5.09,0,0,147.22,0.71,18.03,15.42,248.59,2.01,12.31,10.47,0,0.71,7.93,0,0,0,0,23.77,0.53,3.84,23.17,0,5.45
 84-94,0,0,2.9,0,15.27,24.8,0,374.49,0,3.1,5.85,20.97,3.76,0,2.47,6.9,5.39,4.19,1.49,1.81,0,128.53,3.84,3.63,15.38,166.65,1.84,8.8,10.82,0,0,30.21,1.4,0,1.19,0,14.64,1.57,2.33,11.3,1.59,1.68
 96-106,0,0,0,0,30.33,12.09,0,314.86,1.52,1.35,8.48,31.02,10.45,0,1.46,7.06,1.73,0.92,6.59,10.79,0,121.96,2.12,0,9.48,129.19,1.29,11.1,19.97,0,5.28,28.72,0,0,3.61,0,8.24,1.69,1.63,19.99,3.99,13.06
108-118,0,0,0.57,0,27.03,8.67,1.47,338.89,0.69,5.62,0.79,51.2,7.99,0,2.69,11.01,1.84,1.84,2.7,5.68,1.08,106.94,0,0,13.26,181.03,0.63,13.62,7.14,0,0.86,17.54,0,0,0.87,0,4.4,0.71,3.63,13.35,1.65,3.22
120,0,0,4.32,0,30,22.04,0,197.07,3.06,4.65,3.67,31.61,5.24,0,0,1.09,1.45,1.91,1.54,11.54,8.73,100.25,1.63,10,7.7,217.29,2.89,25.25,6.04,0,0,16.33,0,0,1.38,0,1.81,3.68,2.41,17.38,0,0
