stage,epidermis,eye,glial,mesenchyme,neural,pronephros,somites,spinal_cord,vasculature
  7-9,0,0,0,0,15.51,0,0,0,0
 10-12,0,0,0,0,12.65,0,0,0,0
 14-21,1.36,0,0,0,0.83,0.83,0,0,0
 24-34,0,0,0,0,13.28,0,0.62,0.78,2.81
 36-46,0,0,0,0,4.76,0,0,0,0.64
 48-58,0,0.65,0,0.53,13.67,0,0,0,0
 60-70,0,0.69,0,0.63,1.03,0,0,0,0
 72-82,0,4.36,0.56,7.85,5.61,0,0,0,0
 84-94,0,1.03,0,4.34,6.23,0,0,0,0
 96-106,0,4.74,0.92,1.28,0.96,0,0,0,0
108-118,0,4.64,2.96,3.86,7.72,0,0,0,0
120,0,7.25,0,2.46,33.07,0,0,0,15.53
