stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,22.97,327.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4143.54,0,0,0,0,0,0,0,0,0,0,0
  5-6,39.69,240.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823.9,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.29,8.83,0,13.36,0,0,0,7.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.34,6.3,0,0,30.59,204.34,0,0,0,0,0,0,0,0,0,0,0
 10-12,11.39,0,0,299.94,0,0,0,31.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.94,211.42,0,0,190.81,68.39,0,0,13.1,0,0,0,0,0,0,0,0
 14-21,0,0,0,12.98,272.95,6.7,0,2.46,0,0,0,44.31,39.72,0,0,0,26.8,0,7.53,0,0,12.94,7.04,0,2.9,111.39,616.32,16.69,58,23.05,535.75,0,1.37,95.6,0,9.51,150.56,0,0,0,0,0
 24-34,0,0,0,16.77,140.34,0,0,15.8,0,5.26,0.86,52.19,14.08,6.5,2.21,0,52,0,36.46,8.53,0,20.05,15.74,0,8.3,632.54,123.45,63.4,68.7,0,483.06,0,0,92.89,0,2.38,342.53,0,0,0.88,0,0
 36-46,0,0,0.95,6.19,120.97,0,0,24.61,0,21.23,0,50.31,14.44,0.62,0.93,0,40.44,0,30.48,1.61,0,22.32,18.64,1.42,7.16,747.91,74.33,69.94,53.4,0,541.83,0,0,31.15,1.04,0,318.45,0,0,0.62,0,0
 48-58,0,0,0,0.82,74.95,0,0,37.68,0,14.67,0,54.27,5.86,3.7,1.22,0,10.85,0,26.11,3.14,0.54,28.34,8.78,0.83,7.84,390.9,21.44,39.77,44,0,343.64,0,0,25.63,0,0,174.79,0,0,3.78,0,0
 60-70,0,0,0.57,0,84.47,0,0,46.46,1.4,25.96,0.63,93.24,16.89,3.57,0,0,12.98,0.67,64.22,23.77,0,11.58,34.91,1.09,2.18,271.4,6.07,31.93,51.17,0,409.43,0,0,15.46,0,0,70.67,2.22,0,0,0,0
 72-82,0,0,2.47,2.61,94.63,0,0,44.86,0,14.04,0,90.69,44.08,0.6,0,1.17,22.1,0,53.46,9.19,0,21.32,31.01,2.82,2.82,251.37,7.72,44.9,70.25,0,325.22,0,0,13.32,0,0,49.65,13.83,0.5,1.21,0,3.65
 84-94,0,0,3.69,6.23,216.45,0,0.66,42.79,2.25,35.5,2.4,59.89,105.01,2.93,0,0,56.31,1.28,100.02,29.47,0,31.97,32.89,5.23,0,183.08,11.96,117.23,64.93,0,973.37,0,0,45.97,0,0,35.25,101.95,0,2.36,6.03,0
 96-106,0,0,3.85,9.85,237.72,7.62,0.69,73.35,0,25.83,2.11,35.68,139.65,0,0,3.36,70.06,0,149.36,39.51,0,30.69,79.8,2.28,7.19,214.28,7.92,152.91,119.62,0,909.67,0,0,38.19,5.77,0,29.32,161.88,2.52,3.54,0,0
108-118,0,0,3.57,11.66,233.85,8.96,4.66,61.52,0,52.95,0.66,28.28,180.9,0,0,2.33,87.21,3.08,110.66,57.7,0,24.99,79.65,2.75,1.26,212.44,17.93,113.66,99.57,0,712.5,0,0,49.43,0,0,18.74,186.77,0,1.25,0,2.49
120,0,0,9.46,1.27,241.13,3.12,9.36,45.9,0,46.77,0,79,151.77,0,0,2.32,48.3,0,49.07,48.19,0,6.04,13.32,0,0,213.29,8,107.45,100.98,0,440.96,2.5,0,37.18,0,0,26.74,87.51,0,0,0,0
