stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,31.35,815.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.54,0,0,0,0,0,0,0,0,0,0,0
  5-6,29.54,700.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,0,14.44,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.05,28.1,24.56,0,0,0,81.11,0,0,0,0,0,5.85,0,0,0,0,0,0,0,0,0,0,0,465.67,4.5,0,0,166.85,0,12.86,22.34,0,0,0,0,0,0,0,0,0,0
 10-12,0,27.62,54.31,0,0,0,69.12,0,0,0,0,0,12.75,0,0,0,0,0,0,0,0,0,0,0,1242.69,16.96,0,0,392.97,0,4.05,38.71,0,65.38,0,5.61,0,0,0,0,0,0
 14-21,0,0,3.01,24.33,26.23,0,20.06,0,0,0,2.13,2.05,0,0.89,0,0,6.7,0,0,0,11.42,0,0,8.22,139.55,12.15,0,0.94,7.37,0,4.47,0,11.31,0,1.23,8.13,35.02,0,0,2.29,0,0
 24-34,0,0,1.93,7.29,4.42,0,31.56,0,0.62,0.9,5.5,1.74,0,0.81,0,0,0,0.68,0.95,0,46.98,0,0,14.63,310.96,3.11,2.36,6.25,0,0,2.82,0,0,0,0,3.82,63.04,0,0,12.37,0,0.98
 36-46,0,0,0.56,28.25,1.04,0,42.77,0,0,0,11.67,0,0,0,0,0,0,0,0,0,33.59,0,0,7.49,201.57,2.95,0,0,0,0,1.54,0,0,0,0,0,50.7,0,0,0.71,0,0
 48-58,0,0,0,2.91,1.4,0,73.95,0.51,0.4,0.95,26.61,1.42,3.95,0.65,0.7,0,0,0,1.59,3.52,36.09,0.37,6.96,4.45,142.27,3.15,1.77,0,0,0.45,1.26,0,0,0,0,0,30.15,0,0,1.5,0,0
 60-70,0,0,0,3.33,0,0,60.97,0,0,3.97,26.45,0,0,0,0,0,0,0,0,0,34.97,0,4.67,5.25,112.48,0,1.86,2.91,0,0,4.1,0,0,0,0,0,13.19,0,0,3.22,0,0
 72-82,0,0,0,4.61,6.59,0,66.26,0,0,6.24,20.75,0.82,0,0.93,1.69,0.7,0,0.53,0.79,0.49,49,1.05,1.41,5.61,99.35,1.43,0.97,0,0,0,1.13,0,0,1.77,0,0,21.75,0,0.57,7.63,1.27,0
 84-94,0,0,0,3.95,9.46,2.83,34.83,3.35,0.63,2.85,11.16,0,0,4.37,4.47,0,0,0,0,0,41.09,0,1.19,4.29,76.19,0,4.44,1.82,0,0,3.08,0,0,0,0,0,11.7,0,0.89,5.99,2.78,0
 96-106,0,0,0,7.01,9.79,1.59,26.33,0,5.93,1.12,8.78,0.66,0,0,2.96,0,0.71,0,0,0,35.3,0,1.25,5.85,98.54,1.21,3.7,4.23,0,0,6.46,0,0,0.89,0,0,7.59,2.05,4.56,2.1,1.9,0
108-118,0,0,0,9.32,1.69,0.59,22.9,0,1.66,1.52,33.52,0.69,0,2.54,1.82,3.85,0.53,0,0,1.29,24.1,0,0,6.58,116.08,1,2.63,1.85,0,0.87,2.97,0,0,0,0,0,2.52,0.81,0,2.85,0,3.41
120,0,0,1.28,26,1.39,0,49.95,0,0,0,47.6,0,0,0,0,0,1.01,0,0,7.52,79.35,0,3.7,1.2,139.99,0,0,4.59,0,1.79,6.98,0,0,1.22,0,0,0,0,0,2.71,0,0
