stage,blastomeres,eye,heart,neural,paraxial_mesoderm,spinal_cord
  5-6,95.78,0,0,0,0,0
  7-9,0,0,0,19.13,0,0
 10-12,8.6,6.67,0,62.12,6.5,0
 14-21,0,0,0,1.9,0,0.89
 24-34,0,0,0,1.75,0,0
 36-46,0,0.92,0,3.06,0,0
 84-94,0,0,0.97,0,0,0
 96-106,0,1.22,0,0,0,0
108-118,0,0,0,2.15,0,0
