stage,blastomeres,epidermis,eye,glial,gut,immune,neural,paraxial_mesoderm,periderm,vasculature
  5-6,13.48,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,5.61,11.26,0,0
 14-21,0,0,0.82,0,0,0,0,0,0,0
 24-34,0,0,0,0,0.68,0.65,1.24,0,0,0
 36-46,0,0,0,1.11,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,0.76,0,0,0
 60-70,0,0,0,0,0,0,3.1,0,0,0
 72-82,0,0,0,0,0,0,2.44,0,0,0
 84-94,0,0,1.17,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,1.96,0,3.4,0.56
108-118,0,0,0,1.23,0,0.53,0,0,0,0
120,0,4.06,10.19,0,0,0,2.88,0,0,0
