stage,blastomeres,glial,ionocyte,mesenchyme,neural,periderm,spinal.cord
  3-4,382.69,0,0,0,0,24.92,0
  5-6,147.12,0,0,0,0,0,0
  7-9,0,0,0,0,11.58,0,0
 24-34,0,0,0,0,0,0,3.1
 36-46,0,0,0.61,0,0,0,0
 48-58,0,0,0,0,5.13,0,0
 60-70,0,0.77,0,1.1,0,0,0
