stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,15.7,666.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.58,0,0,0,0,0,0,0,0,0,0
  5-6,28.86,466.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.39,30.84,0,11.93,0,0,0,95.54,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,536.14,17.81,0,0,179.88,0,0,4.3,0,0,0,0,0,0,0,0,0
 10-12,0,20.71,0,24.53,0,0,0,71.38,0,0,0,0,0,38.05,0,0,0,0,0,0,0,0,0,0,0,684.2,16.04,0,0,232.75,0,6.67,0,0,28.05,0,0,0,0,0,0,0
 14-21,0,0,0,1.87,48.6,20.83,0,30.88,0,0,0,0,3.09,2.81,0,0,0,0.87,0,0,0,28.43,0,0,21,208.14,1.29,1.93,0.95,8.53,0,4.67,0,52.75,0,39.83,22.86,0,0,0,0,0
 24-34,0,0,0,1.4,17.37,11.16,0,41.57,0,1.48,0,0.61,0.82,0,0,0.61,0.64,2.25,2.06,2.08,0.95,46.31,0,0,8.64,256.27,0,1.71,5.6,1,0,6.79,0,0,0,4.21,19.84,0,0,4.26,0,1.81
 36-46,0,0,0,0,3.97,0,0,15.02,0,3.94,0,5.14,0,0,0,0.94,0,0,0.65,2.13,0,23.7,0,0.77,1.25,113.77,2.01,0.79,0.57,0,0,4.91,0,0,0,0,14.38,0,0,2.28,0,4.17
 48-58,0,0,0,0,10.81,1.25,0,22.46,0,0.8,0.69,3.01,1.51,0,0.51,1.75,3.53,0.84,0.41,1.3,1.1,16.21,0.84,0.43,2.91,68.99,0,0,0,0,0,2.53,0,0,0,0,2.58,0,0,1.44,0,0
 60-70,0,0,0,0,8.99,0,0,22.46,0,9.38,1.47,14.81,3.91,0,0,0,2.41,0.87,2.05,8.3,0,34.58,0,0,3.18,51.83,0,0,2.01,0,0,2.72,0,0,0,0,0.82,0,0,5,0,0
 72-82,0,0,0,0.56,6.89,0.5,1.8,32.12,0,0,0.55,15.92,5.49,0,0,6.41,0.51,0,0,3.92,0,17.2,0,4.88,6.02,46.02,0.53,0.55,0,0,0,0.58,0,0,0.64,0,1.27,0,0,0.63,0,5.89
 84-94,0,0,0,0,10.05,7.57,2.02,11.78,0,0,2.31,9.72,5.38,0,0,4.85,0.6,4.07,0.84,16.2,3.29,27.75,0,2.15,8.77,30.86,0.58,6.22,3.37,0,0.57,7.24,0,0,1.13,0,2.87,0,0,3.46,2.46,0
 96-106,0,0,0.61,0,9.69,5.18,0,15.63,0,0.62,7.73,9.93,1.91,0,0,2.44,0,1.05,0,2.2,0,7.76,0,1.02,5.56,42.28,0.66,0,2.25,0,0,0.83,0,0,0,0,0,0.83,0,2.71,2.52,0
108-118,0,0,0,1.1,24.39,10,1.42,26.78,0,2.02,3.76,31.13,3.22,0,4.21,6,0.75,0,1.2,8.88,0,22.89,0,3.53,10.01,71.82,0.59,1.26,1.37,0,0,9.88,0,0,0.76,0,7.36,2.91,0,1.37,3.52,3.25
120,0,0,0,0,40.19,6.37,16.54,54.71,2.57,3.78,0,29.98,0,0,0,8.54,1.65,3.33,1.84,5.99,0,18.73,0,16.05,7.31,138.83,4.44,0,6.75,0,4.59,26.92,0,0,2.06,0,0,0,7.39,1.46,0,0
