stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,26.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,60.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.98,0,0,3.91,0,0,15.36,0,0,0,0,0,8.68,0,0,0,0,0,0,0,0,0,0,0,55.22,12.22,0,0,19.05,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.99,0,14.34,0,0,10.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.78,13.92,0,0,5.4,0,0,4.19,15.37,0,0,0,0,0,0,0,0
 14-21,0,0,2.43,1.3,19.87,1.1,7.15,0,0,0,3.15,1.94,0,0,16.27,0.95,0,0,0,0,8.32,0,0,9.5,134.07,0.9,7.89,0,1.79,0,1.25,8.8,0,0,4.86,39.43,0,0,2.22,0,0
 24-34,0,0,0.66,0,4.62,0,21.89,0,0,0.61,4.81,0.63,0,0,123.47,0,0,0,0,0.65,25.45,0,1.21,5.45,297.07,1.94,0.98,4.18,0,0,7.63,0,0.63,0,2.77,85.44,0,0,13.07,0,0
 36-46,0,0,0,0,6.77,0,59.02,0,0,0.65,15.61,0,0,0.99,166.29,0.79,0,1.36,0,0,49.06,1.37,1.41,7.8,538.1,2.72,1.9,0,0,0,4.95,0,0,0,0,111.93,0,0,12.08,0,0
 48-58,0,0,0,0,2.29,0,119.38,0.66,2.28,6.75,18.33,0.64,0,0.6,306.89,0,0.38,0.55,0,7.66,44.31,0,0,7.18,457.91,5.4,1.2,1.2,0,0,6.41,0,0,1.29,0,85.2,0,0.37,14.8,0,0
 60-70,0,0,0.65,0,4.65,0,256.99,0,1.06,0.81,16.21,1.73,0,0,320.15,0,0,0,0,0.72,28.7,0,7.81,4.83,375.51,1.73,0,6.35,0,0,30.45,0,1.95,0,0,47.79,0.61,0.61,1.76,0,2.1
 72-82,0,0,0,0,7.01,0,131.18,1.65,3.67,4.67,12.18,0,0,0.56,279.8,0,0.83,5.36,0,0,59.17,1.79,1.56,0.57,184.91,0,6.8,3.59,0,3.01,5.33,0,0,0,0,24.8,0,0.85,17.02,0,2.17
 84-94,0,0,0,0,7.09,1.52,95.86,1.38,1.2,0,9.15,1.44,2.11,0,428.78,4.12,0,0,0,0,80.35,4.04,1.56,0.99,162.09,0,0,1.44,0,0,29.66,0,0,0.63,0,15.04,1.03,3.76,29.14,0,0
 96-106,0,0,0,0,1.9,10.45,106.68,0,0,2.87,1.81,0,0,0,524.82,1.73,0,4.74,0,0,31.37,2.71,0.63,0,87.84,0,0,3.04,0,0,18.86,0,0.7,0,0,2.1,0,0,18.64,2.37,0
108-118,0,0,0.93,0,7.66,0.48,52.14,0,3.62,0,13.12,2.69,0,0,543.26,0,1.01,0,0,0,23.73,0,2.24,1.44,109.81,0.57,0,1.47,0,0,11.79,0,0,0,0,8.05,0,0.67,6.45,0,0
120,0,0,0,0,8.54,0,50.31,0,0,0,2.23,0,0,0,634.21,0,0,0,5.02,0,25.89,0,9.54,0,160.73,0,0,12.4,0,0,2.56,0,0,0,0,0,0,0,0,0,0
