stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,5.48,1.89,97.47,33.22,0,21,0,0,0,13.61,1.79,0,4.33,0,0,0,0,10.72,0,27.34,0,0,36.84,281.63,23.44,0.85,2.67,3.68,0,6.45,0,49.77,10.79,9.92,149.84,166.11,0,0,10.53,0,0.95
 24-34,0,0,2.84,30.76,7.37,0,75.86,0,8.39,2.2,41.88,0,0,11.92,1.02,0.63,1.56,2.23,4.1,11.12,89.78,0.74,0,47,1194.58,13.51,11.83,7.29,0,0,12.64,0,1.19,6.83,5.9,47.74,280.55,0,0,112.72,0,11.72
 36-46,0,0.73,0.87,24.98,0.58,0,179.83,5.68,10.53,5.81,74.04,0,0,10.01,4.43,2.47,12.13,0.62,0,4.77,193.09,0,2.14,44.16,1653.23,10.67,8.48,1,0,0,19.27,0,0,2.9,7.21,0.59,366.96,0,0,86.04,0,10.02
 48-58,0.39,0,0,34.19,0,0,462.91,3.65,0.52,14.13,195.86,0,0.42,6,0.91,0,4.35,0,2.03,14.4,179.54,1.32,7.72,44.07,1706.6,12.74,10.92,2.24,0,0.56,6.74,0.65,0,3.9,3.29,0,424.26,0,1.16,77.06,0,11.71
 60-70,0,0.86,0,35.44,3.51,0,1042.44,7.7,13.24,10.99,306.68,1.05,0,8.81,17.28,2.65,14.2,0.73,7.39,10.75,217.53,0,19.37,36.25,1634.81,9.21,13.43,0.77,0,4.23,26.92,0,0,0,3.5,0,207.95,0,6.5,55.23,2.31,5.63
 72-82,0,1.68,0.75,19.2,0.64,0,695.01,4.2,11.43,7.93,325.39,1.4,0,8.86,6.53,0,30.54,0,0.88,3.69,339.21,0,13.31,34.17,1059.41,2.85,0.84,7.3,0,2.63,27.09,0,0,0.84,1.07,0,109.53,0.87,13.33,116.64,7.95,10.6
 84-94,0,4.37,0,36.13,0,0,539.52,22.73,9.39,11.75,225.12,9.21,1.23,5.76,11.75,5.25,17.23,2.01,0.69,39.3,286.46,0,12.42,21.47,704.49,5.65,8.36,9.97,0,3.92,60.06,0,0,3.5,1.33,0,74.58,0,3.87,112.78,10.38,15.98
 96-106,0,1.78,0,29.39,17.93,1.76,599.47,4.27,17.36,4.9,166.45,2.19,0,8.69,10.82,1.41,12.97,1.08,2.01,1.5,218.98,0,15.3,23.33,610.64,0,8.68,4.31,0,14.24,71.59,0,0,0.84,5.77,0,37.43,1.01,6.48,78.62,17.21,19.16
108-118,0,1.18,0,34.27,2.16,6.48,483.88,1.21,10.73,7.04,219.1,8.63,0,6.5,7.34,8.81,53.9,1.58,9.14,6.49,191.35,0,16.3,24.59,688.55,2.77,9.77,8.3,0,7.92,45.31,0,0,0.78,1.98,0,28.43,3.61,9.63,48.02,11.11,9.09
120,0,0,0,74.5,24.79,0,533.59,3.04,22.07,0,430.22,7.17,0,1.85,11.73,2.26,4.95,3.69,0,0,181.44,2.14,11.75,31.02,925,3.35,15.48,5.1,0,13.43,37.47,0,0,4.28,0,0,54.23,12.39,12.41,76.42,30.81,22.32
