stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,77.47,1994.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.5,0,0,0,0,0,0,0,0,0,0
  5-6,102.94,1701.11,0,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.08,0,0,0,17.22,0,93.8,0,0,0,0,0,0,0,0,0,0
  7-9,21.31,20.01,0,19.02,0,0,0,116.99,0,0,0,0,0,61.31,0,0,0,0,0,0,0,0,0,0,0,681.65,59.48,0,0,349.63,0,7.16,21.32,0,0,0,0,0,0,0,0,0
 10-12,0,20.24,0,42.52,0,0,0,77.86,0,0,0,0,0,83.58,0,0,0,0,0,0,0,0,0,0,0,984.69,69.44,0,0,275.94,0,14.02,4.37,4.61,41.62,5.88,0,0,0,0,0,0
 14-21,0,0,1.11,16.13,306.06,23.37,0,36.65,0,3.09,0,23.03,0,9.37,0.97,0,4.95,0,0,0,0.85,63.43,0,0,67.96,562.31,54.06,4.06,13.94,12.27,0,77.23,0.91,32.3,5.42,30.35,263.44,0,0,5.92,0,0
 24-34,0,0,0,2.2,110.35,10.76,0,124.02,0,7.63,2.24,21.95,3.27,0,1.37,14.61,16.21,1.56,4.64,2.15,4.2,135.05,8.91,0,66.87,1213.36,27.04,15.56,11.46,0,0,163.88,0,0,7.23,12.37,242.7,0,0,36.76,0,3.42
 36-46,0,0,0,0,21.63,2.59,0,292.96,0,4.64,10.81,50.72,0.56,0,2.07,6.04,1.14,0.79,0.6,3.79,0,147.87,4.46,4.67,35.89,1268.29,6.98,10.77,11.56,0,0,179.58,0,1.95,2.33,0,277.68,0,0,18.3,0,1.98
 48-58,0,0,0.89,0,33.13,0,0,561.89,0,1.55,6.73,65.86,0.94,0.43,3.07,3.48,5,0.43,1.21,0,3.67,211.69,8.88,7.56,33.21,1128.11,11.5,6.43,4.45,0,1.06,90.09,0,0,1.08,0,204.54,0,0.74,20,0,10.09
 60-70,0,0,1.77,0,45.1,0.63,0,804.04,0,6.22,8.49,90.23,8.26,0,1.41,3.88,5.92,2.04,12.44,1.85,0.72,154.29,15.1,10.06,22.67,950.99,0.57,14.42,9.78,0,1.21,79.47,0,0,0.76,0,92.21,0,1.24,10.5,4.66,0
 72-82,0,0,1.73,0,16.3,1.3,0.76,519.58,0,0,12.38,63.9,10.42,0,1.24,5.65,1.63,1.03,2.15,7.9,3.59,182.4,10.3,12.27,11.62,767.57,1.12,3.13,12.55,0,0.71,29.81,0,0,0,0,38.35,7.25,4.03,22.29,4.88,3.94
 84-94,0.62,0,2.39,0,21.87,10.97,8.22,443.49,0,6.03,7.53,45.62,11.06,0,0.97,17.63,12.4,2.23,4.32,3.86,5.18,140.11,7.66,12.59,10.82,446.78,8.33,3.29,10.5,0,0,107.88,0,0,1.61,0,25.93,9.54,1.51,11.32,0.63,14.43
 96-106,0,0,0,0,34.66,29.4,4.16,252.37,0,4.38,7.32,37.15,13.22,0,0,5.55,2.59,2.51,4.35,10.85,0,130.94,17.68,6.61,6.24,441,1.2,11.22,9.18,0,0,85.49,0,0,0.67,0,8.45,3.09,5.69,11.95,5.34,9.82
108-118,0,0,0,0,43.79,1.45,10.34,222.87,0.46,4.83,3.51,61.61,19.54,0,0,12.6,2.66,0.44,0.87,9.99,0,96.94,2.75,5.38,14.72,416.95,3.52,11.34,9.76,0,10.63,50.96,0,0,2.51,0,12.55,5.75,2.33,13.41,1.05,4.88
120,0,0,0,0,38.3,20.98,3.6,233.33,3.63,7.43,12.94,76.25,10.74,0,0,10.6,5.15,0,3.14,19.08,0,122.46,5.72,13.24,6.33,361.01,2.39,3.77,9.93,0,4.22,34.16,0,0,2.24,0,4.09,3.57,7.68,24.34,3.69,0
