stage,axial,blastomeres,endoderm,eye,hatching.gland,mesenchyme,neural,notochord,paraxial.mesoderm,somites,spinal.cord
  5-6,7.22,22.02,0,0,0,0,0,6.07,0,0,0
  7-9,0,0,4.8,5.55,3.85,0,22.52,0,19.76,0,0
 10-12,0,4.15,0,17.55,11.24,0,7.88,0,35.1,0,0
 14-21,0,0,0,0,0,0,1.73,0,0,0.83,0
 24-34,0,0,0,0,0,0.87,0.66,0,0,0,1.15
 48-58,0,0,0,0,0,0,0,0,0,0,1.34
120,0,0,0,0,0,0,0,7.14,0,0,0
