stage,blastomeres,epidermis,erythrocytes,eye,fin.mesenchyme,immune,mural.cell,neural,notochord,periderm,spinal.cord
  5-6,12.95,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,0,0,0.81,0,0
 24-34,0,0,0.69,0,0,0,0,1.77,0,0,0
 36-46,0,0,0,0,0,0,0,2.41,0,0,0
 48-58,0,0,0,0,0.41,0,0,1.76,0,0,0
 60-70,0,0,0,0,0,0.78,0,0,0,0,0
 72-82,0,0,0,4,0,0,0.88,6.16,0,0,0
 84-94,0,0,0,1.12,0,0,0,0,0,0,3.77
 96-106,0,0,2.54,0,0,0,0,7.19,0,0,0
108-118,0,0,0,0,0,0,0,2.25,0,1.38,0
120,0,1.21,0,0,0,0,0,0,0,0,0
