stage,eye,mesenchyme,neural,somites,spinal.cord,vasculature
 14-21,0,0,0,0.84,0,0
 24-34,1.38,0,0,0,0,0.83
 36-46,0,0,4.17,0,0,0
 48-58,2.64,0,0.71,0,0,0
 60-70,4.97,1.32,0.77,0,1.96,0
 72-82,2.99,0.55,0.65,0,0,0
 84-94,0,0.78,0.87,0,0,0
108-118,0,1.19,0,0,0,0
120,7.24,0,0,0,0,0
