stage,epidermis,lateral.line,mesenchyme,olfactory
 60-70,0,0,2.03,0
 72-82,0,0,0.59,0
 84-94,0,0,1.91,1.93
 96-106,0,0,5.01,1.3
108-118,0,0.49,8.99,1.12
120,3.42,0,0,0
