stage,endocrine.pancreas,endoderm,epidermis,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,immune,iridophores,liver,mesenchyme,muscle,neural,periderm,pronephros,spinal.cord,taste,vasculature,visceral.smooth.muscle,xanthophores
 24-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0.51,0,0,0,2.02,0.58,0.87,0,0,0,0,0,0,0
 60-70,1.23,0,0,0,0,0,0,0,9.5,0,0,0,1.01,0,1.51,0,0,0,0,0,0,0
 72-82,7.35,0,0,0.7,1.2,0,0,0,14.36,0,0,0,7.45,0,7.42,0,0,0,3.54,1.43,0,0
 84-94,1.82,0,0,0.68,4.16,0,1.5,7.24,28.38,0.85,0,0,2.77,1.48,0,0,0,0,13.92,0,0,4.52
 96-106,10.8,0.8,0,5.09,0.75,0,0,0,37,0.6,1.04,0,6.48,0,3.79,0,0,0,24.68,0,0,0.8
108-118,6.39,0.77,2.89,25.15,0,0.6,0,3.2,45.61,0,0,3.83,9.36,0,18.04,0.96,0,0,19.1,0,0.7,0
120,4.23,0,1.16,5.66,22.46,0,0,0,62.41,0,0,3.5,1.14,0,15.39,0,0,0,18.58,0,0,0
