stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1071.97,20445.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,985.03,14007.51,0,0,0,0,0,0,0,0,0,0,0,82.72,0,0,0,0,0,0,0,0,0,0,0,591.83,34.39,0,0,239.58,0,182.94,0,0,0,0,0,0,0,0,0,0,0
  7-9,269.46,244.83,0,248.5,0,0,0,636.82,0,0,0,0,0,498.82,0,0,0,0,0,0,0,0,0,0,0,5586.03,247,0,0,1663.17,0,18.61,98.98,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,134.79,0,270.82,0,35.04,0,413.19,0,0,0,0,0,467.7,0,0,0,0,0,0,0,0,0,0,0,4071.46,296.22,0,0,1164.7,0,35.7,28.49,0,147.36,0,21.52,0,0,0,0,0,0
 14-21,0,0,2.53,39.76,728.42,75.64,0,217.56,0,6.48,0,24.55,24.44,211.18,2.75,8.41,22.66,0,1.14,2.66,8.11,212.89,0,0,160,2263.14,196.43,7.95,30.06,49.99,0,86.21,9.19,286.65,16.54,29.85,369.02,552.09,0,0,14.39,0,15.39
 24-34,0,0,7.05,14.77,240.64,46.34,0,416.78,2.58,16.25,6.7,77,5.64,5.05,5.71,54.6,29.8,6.67,19.02,14.5,59.07,401.09,19.57,0.81,187.85,2738.45,44.94,54.74,47.2,0,0,184.9,2.12,4.3,16.62,11.73,103.28,570.93,0,0,91.77,0,77.31
 36-46,0,0,0.61,3.09,122.22,1.28,0,455.56,16.65,11.5,23.04,118.33,5.89,0,6.19,47.97,34.5,34.59,13.45,11.65,64.33,354.19,37.79,8.87,105.62,2213.06,34.33,48.05,27.17,0,0,253.55,0.81,2.87,19.39,3.66,2.03,416.59,0,1.37,45.69,0,87.06
 48-58,2.3,0,0.67,0.55,104.79,2.59,0,826.65,13.96,29.76,24.42,231.5,21.53,0,5.11,30.16,33.32,15.99,9.85,22.51,30.66,602.22,40.75,18.08,128.91,2038.67,4.96,26.67,27.25,0,0,227.51,0,0,11.2,6.9,0,418.64,0,0.93,46.79,0.98,83.94
 60-70,0,0,4.07,0,139.55,13.35,1.89,907.02,16.59,21.56,28.07,228.37,53.45,0,1.96,23.12,30.17,31.77,17.16,28.18,35.39,660.07,52.4,38.01,100.16,1921.4,7.25,27.08,11.73,0,2.63,175.09,0.85,0,9.56,2.88,0,205.3,0,15.38,25.42,13.66,86.48
 72-82,0,0,15.26,0,153.63,31.95,23.04,774.15,15.44,11.01,47.72,269.93,145.74,0,11.43,50.4,14.3,26.96,17.51,71.75,6.41,668.33,79.16,28.47,82.03,1548.44,1.11,31.17,23.99,1.13,2.21,80.72,0,0,14.23,0.53,0,103.07,16.65,30.74,61.64,18.77,63
 84-94,0,0,10.53,3.45,262.29,17.07,60.54,577.4,12.64,22.13,30.78,220.86,306.65,0.88,6.29,59.46,36.59,29.1,19.4,81.7,13.89,589.34,101.89,51.02,99.75,1119.89,14.32,46.62,35.75,0,1.69,261.19,0,0,21.22,1.44,0,80.95,30.5,34.94,61.58,26.51,27.19
 96-106,0,0,14.09,0.91,280.51,36.06,25.86,474.22,7.71,15.47,19.11,203.98,340.36,0,18.48,79.43,30.85,20.48,32.78,86.67,9.89,438.64,90.55,26.28,74.74,973.87,6.02,41.25,41,0,11.59,243.58,1.99,0,21.3,7.68,0,59.74,44.42,15.86,65.49,20.77,36.41
108-118,0,0,14.29,2.89,328.44,32.48,60.25,419.86,11.71,20.74,18.63,191.66,306.88,0,10.43,65.22,36.91,36.76,24.29,93.39,15.56,417.28,95.82,19.6,73.82,1281.45,5.31,28.38,29.48,0,14.09,168.15,0.79,0,9.04,3.03,0,25.7,37.75,15.93,61.62,16.41,35.49
120,0,0,0,0,240.98,57.81,23.14,335.22,4.86,13.18,24.2,251.79,160.07,0,7.78,110.14,14.65,18.83,9.25,24.62,4.49,346.68,77.31,21.64,86.29,1265.15,14.84,23.67,29.55,0,16.96,139.58,1.53,0,28.7,0,0,22.13,17.78,26.76,79.97,4.84,6.07
