stage,axial,blastomeres,eye,mesenchyme,neural,paraxial.mesoderm,periderm,spinal.cord
  3-4,22.99,113.81,0,0,0,0,27.57,0
  5-6,0,92.8,0,0,0,0,0,0
  7-9,0,0,0,0,10.57,3.67,0,0
 48-58,0,0,0,0,0.68,0,0,0
 72-82,0,0,0,0.91,0,0,0,1.44
108-118,0,0,0.9,2.2,0,0,0,0
