stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,153.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,14.55,0,10.41,0,0,0,167.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.05,0,0,0,13.36,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,253.32,0,77.06,0,0,0,3094.8,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,13866.06,61.1,0,0,460.81,0,3.07,11.9,0,48.8,0,11.06,68.08,0,0,0,0,0
 14-21,0,0,3.31,244.15,5.61,0,2254.2,0,0,0,74.62,1.01,0,0.81,0,0,0,0,0,0,22.68,0,0,11.01,15841.62,17.41,37.06,1.1,8.03,0,25.09,0,10.95,6.21,0.96,28.48,2492.59,0,0,0,0,0
 24-34,0,0,0,62.82,0,0,4314.6,0,2.44,0,132.52,0,6.5,0,5.57,2.68,7.72,0,3.68,0.99,38.43,0.64,0,15.39,14114.19,0.7,192.34,6.8,1,0,14.34,0,0,0.91,1.71,10.32,1631.5,0,0,3.25,0,0
 36-46,0,0,0,25.83,0,0,7795.17,1.09,0.62,0.62,493.7,0.95,0,5.74,3.22,0,0,1.03,16.36,0,18.39,0,0,5.86,8593.91,15.42,120.37,0,0,0,54.97,0,0,5.43,0,0.6,1871.01,0,0,5.32,0,3.36
 48-58,0,0,0,68.03,0,0,11911.53,15.07,5.41,5.51,759.77,0,0,0,6.2,6.23,3.65,0,0,0.41,100.75,2.08,8.71,30.18,5401.07,6.86,104.94,4.2,0,0,48.79,0,0,0.38,1.71,0,1233.84,0,0,5.1,0,27.02
 60-70,0,1.51,0,51.32,0.92,0,14817.94,0.65,7.91,2.09,700.85,4.04,0,0,10.86,1.24,3.02,1.73,5.95,12.1,68.27,0.73,14.14,8.99,3135.72,15.01,79.32,10.23,0,0,52.8,0,0,3.92,1.94,0,715.62,0,0.83,9.82,1.68,35.58
 72-82,0,3.57,0,93.31,23.1,0,12166.1,2.18,8.26,11.45,877.36,2.6,2.07,0,2.3,6.97,0,6.44,3.08,0,113.79,0,8.41,9.18,3013.26,0,117.41,4.11,0,0,53.34,0,0,1.22,0,0,557.61,4.69,1.21,1.2,0,12.4
 84-94,0,1.48,0,141.65,2.02,0,8203.8,2.89,4.4,5.47,731.58,2.4,0,1.84,13.93,3.37,37.15,3.26,1.8,36.45,107.53,0.65,17.11,11.24,2086.83,3.27,100.71,0.78,0,2.48,205.7,0,0,0,0,0,430.13,2.5,7.41,7.08,1.91,5.99
 96-106,0,1.9,0,131.31,13.11,8.14,5964.08,5.47,5.31,3.51,759.32,5.36,0,2.54,3.75,1.76,0,3.37,13.45,0,91.38,3.98,2.05,8.32,1583.41,1.41,208.04,1.94,0,1.01,218.19,0,0,0,0,0,78.59,1.23,1.22,8.72,0.83,4.27
108-118,0,4.11,0,191.63,16.64,1.93,6340.71,0.42,1.55,0.53,686.46,7.2,0,0.47,4.19,1.99,0.7,0,3.97,0,44.81,0.89,4.04,7.37,2276.96,1.2,146.4,3.88,0,2.37,221.8,0,0,0,0,0,77,0,0.56,13.59,3.56,8.21
120,0,0,0,127.98,1.3,2.2,5242.2,0,6.51,0,991.31,6.07,0,0,10.24,2.21,6.33,2.13,7.95,7.52,42.93,2.14,2.76,6.52,3185.02,0,151,5.57,0,0,163.1,0,0,0,0,0,87.41,0,0,12.96,0,0
