stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1063.49,17226.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706.85,0,0,0,0,0,0,0,0,0,0,0
  5-6,5202.77,56549.57,0,72.72,0,0,0,0,0,0,0,0,0,111.83,0,0,0,0,0,0,0,0,0,0,0,1679.96,115.09,0,0,363.14,1040.28,0,0,0,0,0,0,0,0,0,0,0
  7-9,1134.71,2361.37,0,4178.92,0,37.79,0,7570.12,0,0,0,0,0,3117.19,0,0,0,0,0,0,0,0,0,0,0,79296.34,1674.89,0,0,29439.46,131.58,291.4,0,13.28,0,0,0,0,0,0,0,0
 10-12,0,1423.18,0,1133.47,0,301.95,0,2787.12,0,0,0,0,0,552.41,0,0,0,0,0,0,0,0,0,0,0,29299.64,337.12,0,0,10720.12,18.64,174.89,47.35,1174.21,0,29.92,3.28,0,0,0,0,0
 14-21,0,0,0,10.92,148.65,46.34,0,123.48,0,0,0,34.98,4.35,0,0,0,2.02,1.12,1.12,0,0,87.78,0,0,77.04,1817,40.6,4.78,5.74,56.77,25.56,0,166.12,10.26,0,100.93,491.05,0,0,4.54,0,0
 24-34,0,0,0.9,7.93,107.79,88.42,0,1140.08,0,0.71,0,88.86,5.72,0.67,5.79,4.4,4.41,4.39,6.97,7.84,0,532.42,2.29,0.69,156.25,6216.28,9.62,47.62,52.55,0,59.79,0,1.68,1.95,0,22.52,1263.03,0,0,81.38,0,3.1
 36-46,0,0,0,1.32,74.74,73.97,0,3070.86,0,18.48,1.2,112.52,2.07,0,2.43,22.68,1.95,5.83,2.18,5.34,2.91,523.11,0.63,24.26,130.37,5529.02,9.6,46.22,23.91,0,57.35,0,3.29,4.07,1.69,0,1002.19,0,0,81.61,0,9.64
 48-58,0,0,0,0.4,45.11,30.93,0,2878.8,0,11.94,1.17,109.03,9.68,0,2.58,3.74,1.98,5.75,7.81,6.29,0,372.18,0.46,21.2,61.8,1901.11,3.55,9.77,21.94,0,19.28,0,0,2.28,2.11,0,222.13,0,0,11.77,0,0
 60-70,0,0,0,0,120.33,3.04,0,2690.5,0,1.5,0,137.82,18.41,0,2.08,17.55,0,16.06,13.22,7.14,0,462.36,3.83,37.96,65.5,1533.08,1.54,5.85,7.47,0,12.39,0,0,4.67,0,0,59.89,0,1.9,32.57,0,5
 72-82,0,0,0,0,46.47,7.43,0.61,617.17,3.27,0,0.66,88.6,12.4,0,3.69,3.12,5.84,1.28,1.36,5.43,0,234.97,0,11.66,36.1,501.85,0,7.01,10.93,0,4.06,0,0,0,0,0,18.35,2.36,0,23.29,0,6.31
 84-94,0,0,0,0.78,66.17,10.51,1.2,609.15,0,2.3,0,72.28,26.89,0,0.8,15.87,7.5,6.22,0.56,6.59,0,311.97,0,31.14,60.05,582.87,1.81,9.81,16.67,0,13.69,0,0,0,0,0,5.11,6.66,0,40.9,0.77,6.78
 96-106,0,0,0.56,0,20.67,15.4,0,292.35,0,0,12.02,61.58,7.24,0,3.19,20.65,5.58,1.88,3.15,0.7,0,93.17,0,5.31,14.67,274.33,0.77,4.49,4.65,0,5.01,0,0,1.29,0,0,3.49,1.95,0,14.28,0.74,0
108-118,0,0,0,0,16.95,13.83,0.62,301.03,0,0,0,66.16,13.13,0,1.61,11.64,6.84,2.25,4.87,2.38,0,68.22,0,7.08,22.02,377.39,1.12,3.69,5.34,0,6.67,0,0,0.51,0,0,3.57,1.84,1.31,28.65,0,0
120,0,0,0,0,34.08,29.56,0,645.08,0,0,4.44,111.51,8.15,0,15.55,38.74,2.38,2.36,4.14,6.94,0,91.52,0,6.79,25.15,920.04,0,3.19,11.71,0,2.41,0,0,0,0,0,0,0,0,30.79,0,0
