stage,blastomeres,eye,mesenchyme,neural,spinal.cord,vasculature
  5-6,15.33,0,0,0,0,0
 10-12,0,0,0,10.13,0,0
 24-34,0,0,0.85,8.07,0.63,0
 36-46,0,0.62,0,0.92,0,0
 48-58,0,0,0,10.25,0,0
 72-82,0,0,1.08,5.2,0,0
 84-94,0,0,0,1.41,0,0
 96-106,0,8.47,0,1.22,0,0
108-118,0,0,0,0,0,0.55
120,0,8.58,0,0,0,0
