stage,endoderm,epidermis,eye,glial,liver,mesenchyme,neural,slow.muscle,spinal.cord,vasculature
 10-12,0,0,0,0,0,0,9.3,0,0,0
 14-21,0.93,0,0,0,0,1.35,1.39,0,0,0
 24-34,0,0,0,0,0,0,1.44,0,0,1.17
 36-46,0,0,0,0,0,0,1.71,0,1.04,0
 48-58,0,0,0,4.58,4.44,0.49,2.08,0,0,0
 60-70,0,0,0,0,0,0,0,0,0,2.37
 72-82,0,0,3.61,0,0,1.6,4.97,0,0,0
 84-94,0,0,0.67,0,0,0,0.71,0,0,0
 96-106,0,2.44,0,0,1.19,0.98,0,0,0,0
108-118,0,2.93,3.32,1.27,0,0.42,0,0.46,0,0
120,0,0,0,0,0,0,21.33,0,0,0
