stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,126.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,84.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,7.09,0,0,0,7.4,0,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,0,0,89.85,0,0,0,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.66,0,0,0,11.44,0,0,0,0,0,12.46,0,0,0,0,0,0,0,0,0,0,0,110.71,11.6,0,0,20.61,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,7.79,1.03,4.19,0,0,14.97,0,0,0,1.02,0,0,0,0,0,0,0,0,32.42,0,0,0,1.06,209.98,0,3.47,0,0,0,0,0,0,0,0,4.42,197.45,0,0,2.02,0,22.11
 24-34,0,3.97,0.59,3.36,0,0,37.73,0,0,0,0.87,1.88,0,0,0,1.64,1.14,1.23,0,31.05,8.72,0,0,0.85,1813.13,0,80.13,2.25,0,0,4.63,0,0,0.64,0,0.71,628.9,0,0,0,0,27.68
 36-46,0,5.81,0,2.93,0,0,221.13,0,1.39,0,24.76,0,0,1.7,4.71,0.61,0,0.61,0,1.92,4.19,0,0,1.15,4290.7,0.58,85.68,2.84,0,0,1.95,0,5.49,0.79,0,0,1187.49,0,0,3.46,0,5.91
 48-58,0,2.23,0,15.53,0,0,906.74,0,13.85,1.48,130.34,0,0,0,1.63,0,9.8,0.79,2.56,3.07,44.46,0,0,2.8,4910.22,0,55.03,3.88,0,0,12.53,0,0,0,0,0,1102.55,0,0,0,0,13.07
 60-70,0,1.84,0,14.28,6.61,0,2539.99,7.01,15.84,9.14,180.39,0.64,0,0,3.84,1.1,0,2.18,8.17,0.59,37.52,0,1.78,1.84,6473.95,0,55.02,12.82,0,0,7.17,0,0,0,0,0,1119.88,0,0,12.34,0,7.25
 72-82,0,12.36,0,26.84,13.71,0,3204.86,0,4.54,6.03,391.97,8.83,0,2.27,4.5,0,0.88,1.91,4.82,0,98.1,0,9.7,5.83,7253.4,1.23,86.47,32.5,0,1.83,8.77,1.65,0,0.73,3.15,0,762.8,8.15,1.39,11.24,0.96,36.51
 84-94,0,14.9,1,43.4,15.32,0,2350.54,9.4,3.03,0.94,270.86,7.29,0.77,0,3.6,1.69,0,11.06,6.09,0,65.74,4.73,6.51,7.69,4996.54,0,57.76,58.27,0,0,1.92,0,0,0,0.69,0,586.91,17.1,3.26,7.6,3.46,0.64
 96-106,0,6.48,0,32.09,97.86,0,2656.19,0,0.58,0,297.66,9.13,0,0,0,0,5.14,7.17,19.84,0,83.5,0,0.76,3.91,4471.16,0.79,111.95,55.87,0,2.33,17.95,0,0,0,0,0,328.86,8.23,5.87,6.84,4.62,20.98
108-118,0,6.68,0.49,50.12,10.98,1.67,2283.23,0.95,5.23,5.43,326.14,10.53,0,0,3.69,0.42,0.8,5.42,7.83,0,34.94,0,7.51,3.01,6894.64,0,87.41,52.36,0,1.55,16.5,0,0,0,0,0,285.27,5.44,1.53,0.42,1.3,12.32
120,0,4.32,0,54.48,45.66,3.69,2063.09,0,16.17,19.42,325.61,9.78,0,0,18.45,0,2.23,7.13,0,0,83.23,0,0,2.7,10318.31,0,113.93,113.84,0,0,13.47,0,0,0,0,0,270.78,4.47,0,3.63,0,0
