stage,blastomeres,fast.muscle,immune,neural,periderm,spinal.cord
  3-4,48.46,0,0,0,0,0
  5-6,59.85,0,0,0,0,0
  7-9,0,0,0,8.87,0,0
 24-34,0,0,0,0,0,0.66
 48-58,0,0,0,1.04,0.41,1.23
 72-82,0,0,0,0,0,0.52
 84-94,0,0,0,0,0,1.07
 96-106,0,0,0,0.58,0,0
108-118,0,0,0.46,0,0,0
120,0,1.26,0,0,0,0
