stage,epidermis,glial,iridophores,muscle,neural,periderm,spinal.cord,vasculature
 14-21,0,0,0,1.2,0,0,0,0
 24-34,0,0,0,0,3.32,0,1.65,0
 36-46,1.74,0,0,0,0,0,0,0
 48-58,0.37,0.94,0,0,0,0,0,0
 60-70,0,0,0,0,2.27,0,0,0
 72-82,2.87,0,0.65,0,0,0,0,0
 84-94,1.35,0,0,0,0,1.09,0,0
 96-106,2.89,0,0,0,9.09,0,0,0
108-118,11.29,0,0,0,0,0,0,1.08
120,6.23,0,0,0,0,0,0,0
