stage,blastomeres,endoderm,epidermis,glial,hatching.gland,muscle,neural,paraxial.mesoderm,taste,vasculature
  3-4,45.51,0,0,0,0,0,0,0,0,0
  5-6,86.47,0,0,0,0,0,11.14,0,0,0
  7-9,0,16.66,0,0,11.67,0,5.03,0,0,0
 10-12,0,0,0,0,3.83,0,0,4.41,0,0
 14-21,0,0,1.48,5.29,0,0,3.17,0,0,0
 24-34,0,0,0,1.85,0,0,0.81,0,0,0
 36-46,0,0,0,0,0,1.4,0,0,0,0
 72-82,0,0,0,0,0,0,0,0,4.11,1.77
 96-106,0,0,0,0,0,0,0,0,5.92,0
108-118,0,0,0,0,0,0,0,0,2.1,0
