stage,blastomeres,epidermis,glial,gut,hatching.gland,mesenchyme,neural,periderm,pronephros,taste
  5-6,9.76,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,1.19,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,0.7,0,0
 36-46,0,0,0,0.59,1.9,0,1.22,0,0,0
 48-58,0,0,0,0,4.39,0,0,0,0,0
 60-70,0,0,0,0,9.4,0,0.74,0.75,0,0
 72-82,0,0,0,0,0,0,0,0,0,7.91
 84-94,0,0,0,0.77,0.6,0,3.74,1.01,0,8.7
 96-106,0,0,2.1,0,0,0,0.91,2.86,0,50.51
108-118,0,0.64,0,0,0,0.69,2.37,3.95,0.72,31.15
120,0,0,0,0,0,0,0,0,0,27.45
