stage,endoderm,epidermis,erythrocytes,eye,fin_mesenchyme,glial,gut,mesenchyme,muscle,neural,presomitic_mesoderm,pronephros,spinal_cord,vasculature
 14-21,0,3.86,0.87,0,0,0,0,0,0,5.57,0.84,0.9,1.78,0
 24-34,0.81,0,0,1.97,0,0,0,2.75,0,27.06,0,0,4.1,0
 36-46,0,0,0,3.88,0,2.29,0,1.67,0,44.39,0,0,5.71,0
 48-58,0,0.62,0,16.3,0.81,1.11,0.56,3.43,0.96,41.63,0,0,1.67,0
 60-70,0,0,0,16.56,0,0,0,0.97,0,26.16,0,0,4.38,3.22
 72-82,0,0,0,9.62,0,2.45,0,1.13,0,25.4,0,0,0,0
 84-94,0,0,0,3.21,0,0,0,2.5,0,1.36,0,0,1,1.16
 96-106,0,0,0,1.26,0,0,0,0.97,0,17.24,0,0,0,0
108-118,0,0,0,1.13,0,0,0,0,0.47,1.31,0,0,2.39,0
