stage,epidermis,mesenchyme,neural,periderm,spinal.cord,taste
 14-21,0,0.85,0,0,0.86,0
 36-46,0,0,0,7.76,0,0
 60-70,0,0,0,1.02,0,2.13
 72-82,0,0,3.44,1.08,0,0
 84-94,0.62,0,1.01,2.62,0,0
 96-106,0,0,1.4,4.03,0,0
108-118,3.55,0,7.51,1.03,0,0
120,6.5,0,8.61,2.54,0,0
