stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,14.11,582.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.1,0,0,0,0,0,0,0,0,0,0,0
  5-6,40.37,1008.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.54,0,0,0,25.53,0,57.46,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.91,20.85,0,16.09,0,0,67.96,0,0,0,0,0,35.72,0,0,0,0,0,0,0,0,0,0,0,489.76,12.02,0,0,216.62,0,5,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,14.44,0,9.65,52.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.62,21.85,0,0,116.19,0,0,4.37,0,41.62,0,0,0,0,0,0,0,0
 14-21,0,0,0,4.71,44.39,3.01,9.99,0,0,0,5.4,0,0,0,0,0,0,0,0,0,14.93,0,0,7.71,169.97,3.1,0,1.92,11.18,0,11.6,0,14.38,0,0.86,12.63,63.46,0,0,0.86,0,3.62
 24-34,0,0,0,2.16,10.19,0.62,31.31,0,0.89,0,6.43,0,0,0.76,3.51,2.31,0,3.61,0,0.64,36.29,3.82,0,15.87,429.45,1.98,4.98,1.66,0,0,53.58,0,0,0.65,0.82,6.16,109.24,0,0,14.16,0,3.48
 36-46,0,0,0,0,15.67,10.47,26.97,0,0,0,14.99,1.7,0,0,0.58,0.6,0,2.31,0,1.44,23.73,0.63,0,9.21,373.52,0,1.72,1.37,0,0,53,0,0,0,0,0,54.28,0,0,9.34,0,8.8
 48-58,0,0,0,0,24.75,0,110.92,0,0.89,3.28,28.85,4.17,0,0.42,0,0,0,0.85,7.93,10.96,48.79,1.23,2.15,11.07,425.72,1.02,4.55,0.38,0,0,42.84,0,0,0,0,0,108.74,0,0,8.14,0,4.63
 60-70,0,0,0,0,10.49,0.59,86.08,0,4.04,3.29,31.66,1.21,0,1.76,0.57,1.79,1.14,3.85,0,10.9,52.11,0.9,0.64,13.27,338.33,1.01,5.04,3.68,0,0,43.8,0,0,1.86,0,0,76.97,0,1.55,3.5,0,3.46
 72-82,0,0,0.69,0,3.69,1.05,170.59,0,0,6.25,43.44,6.89,0,2.73,3.68,0,0.55,0,0,0,74.79,0.71,1.1,3.82,439.06,0.58,1.09,1.4,0,3.86,27.29,0,0,0,3.93,0,42.27,0.5,2.49,6.16,1.82,15.75
 84-94,0,0,0,0,17.62,1.14,96.68,0,1.35,0,30.87,2.08,0,2.79,7.83,2.4,6.98,0.83,0,1.74,51.31,0.57,5.58,9.81,362.2,0,3.69,3.96,0,1.31,63.06,0,0,0,0,0,54.43,0,4.64,3.72,3.02,0
 96-106,0,0,0,0,25.46,0.58,146.21,0.59,4.52,9.59,36.72,4.07,0,1.22,18.44,3.92,0.57,2.24,0,0,65.89,0,1.26,13,262.48,1.21,4.11,6.3,0,3.28,42.69,0,0,0.7,0,0,22.44,3.14,4.39,7.84,0.69,6.02
108-118,0,0,0,0,23.76,4.46,63.39,2.04,4.42,3.72,36.26,5.2,0,1.1,4.2,4.78,4.42,0.6,5.18,10.31,79.74,2,2.1,19.06,315.89,1.24,4.7,3.61,0,4.74,27.63,0,0,0.52,0,0,22.58,1.75,0.5,17.07,0.54,6.72
120,0,0,2.94,0,37.25,1.3,60.3,7.8,4.98,0,33.62,0,0,9.85,4.68,3.07,0,0,1.37,0,52.8,0,1.45,9.78,287.05,2,4.44,17.36,0,0,31.22,0,0,0,0,0,48.04,1.84,5.4,25.15,0,0
