stage,eye,glial,immune,lateral.line,mesenchyme,neural,periderm,spinal.cord,vasculature
 14-21,0,0,0,0,0,1.87,0,0,0
 24-34,0,0,0,0,0,3.77,0,0,0
 36-46,2.26,0,0,0,0.86,6.98,12.1,0,4.96
 48-58,6.05,0,0,0,0,7.75,0,2.64,0.46
 60-70,10.18,0,0,1.13,0,3.23,0,1.18,1.16
 72-82,0,1.45,0,0,0,2.73,0,0,0
 84-94,0,0,0,0,0.93,0,3.6,2.06,1.19
 96-106,2.28,1.75,0.62,0,0,0,1.22,0,0
108-118,0,0,0,0,0,4.16,0,0,0.45
120,10.39,0,0,0,5.5,0,0,0,0
