stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26,1137.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.72,0,0,0,0,0,0,0,0,0,0,0
  5-6,122.98,1983.39,0,0,0,0,0,0,0,0,0,0,16.22,0,0,0,0,0,0,0,0,0,0,0,129.77,0,0,0,0,0,99.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.7,59.31,0,68.07,0,0,0,80.43,0,0,0,0,45.07,0,0,0,0,0,0,0,0,0,0,0,1007.4,40.32,0,0,381.66,0,0,17.72,0,0,0,0,0,0,0,0,0,0
 10-12,0,48.74,0,45.53,0,9.96,0,90.13,0,0,0,0,10.84,0,0,0,0,0,0,0,0,0,0,0,944.11,30.24,0,0,278.92,0,8.88,37.72,0,49.87,0,0,5.88,0,0,0,0,0
 14-21,0,0,0,2.84,42.18,13.33,0,13.72,0,0,5.27,1.07,0,0,0,0,0,0,1.36,0,32.65,0,0,17.33,294.9,5.31,7.25,4.58,2.98,0,10.16,2.46,25.35,3.02,1.1,22.19,79.69,0,0,0,0,0
 24-34,0,0,0.67,2.16,11.47,2.56,0,66.73,1,0.84,19.03,0,0,0,0.71,0,0,2.22,1.41,0.67,53.84,0,0,25.38,672.94,2.06,20.16,23.49,0,0,26.53,0,0.93,1.53,0,6.78,192.25,0,0,31.15,0,2.49
 36-46,0,0,0,0,22.91,4.71,0,206.56,0,1.34,10.93,0,0,0,0,0,0.6,1,0.74,0,50.06,0,0,13.26,720.25,1.24,5.18,44.99,0,0,17.74,1.9,0,0.88,4.05,0,143.38,0,0,4.61,0,2.15
 48-58,0,0,0,0,14.11,1.88,0,287.2,6.95,0,15.24,3.41,0,1.72,0,6.7,8.23,2.23,3.49,0,76.6,1.4,2.63,6.08,544.6,0.44,3.31,11.93,0,0,2.14,0,0,0.53,0,0,88.55,0,0,2.42,0,0
 60-70,0.81,0,0,0,6.86,0,0,280.36,5.21,0.76,23.29,0.65,0,1.74,0.58,0,0.63,7.3,0,0.71,60.64,0,2.95,3.85,398.35,0,2.79,14.04,0,0.71,0.8,0,0,0,0,0,26.26,0,1,6.34,0.73,0.7
 72-82,0,0,0.68,0,10.33,0,0,170.1,0,0.49,21.7,1.97,0,1.93,1.26,0.61,1.06,13.17,0.78,0,102.39,0.67,0.87,1.07,261.09,6.21,0,25.49,0,0,4.85,0,0,0,1.81,0,24.38,0,0.52,3.74,0,2.95
 84-94,0,0,0,0,14.43,0.74,0,95.52,0,0.58,22.9,3.67,0,1.02,5.89,1.07,0.75,9.45,0,0,68.39,2.2,3.66,11.95,205.49,0.76,1.78,19.03,0,0,7,0,0,0,0,0,25.71,0,1.82,8.89,1.07,0.77
 96-106,0,0,1.41,0,8.94,3.85,0.8,95.21,0.57,0.75,36.4,0,0,0.78,3.55,1.06,0,12.74,0.73,0,55.52,1.66,2.14,3.72,162.93,0,3.78,24.21,0,0,13.99,0,0,1.91,0,0,18.67,0.88,0,10.25,0,1.44
108-118,0,0,1.55,0.74,6.99,2.72,0,87.94,3.48,3.27,31.45,7.67,0,0,9.05,0,1.42,5.41,0,0.74,52.54,0.8,2.82,6.77,235.83,4.41,2.14,20.92,0,0,9.76,0,0,3.13,0,0,7.47,1.33,0,11.92,2.48,2.62
120,0,0,0,0,4.24,1.9,0,83.39,0,1.04,41.93,5.88,0,0,17.69,4.02,2.75,1.75,0,0,55.47,0,0,20.76,245.15,0,0,15.75,0,0,24.31,0,0,0,0,0,2.04,0,0,4.64,4.69,0
