stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,116.19,6439.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736.9,0,0,0,0,0,0,0,0,0,0,0
  5-6,520.4,4008.21,26.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.74,7.03,0,0,15.94,0,693.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,56.94,47.85,64.23,0,0,0,151.89,0,0,0,0,0,26.46,0,0,0,0,0,0,0,0,0,0,0,723.41,93.07,0,0,140.91,0,334.56,14.86,0,0,0,0,0,0,0,0,0,0
 10-12,0,67.83,55.23,0,5.46,0,1278.63,0,0,0,0,0,65.17,0,0,0,0,0,15.95,0,0,0,0,0,3668.26,78.47,0,0,175.05,0,93.55,19.91,0,18.6,0,6.77,0,0,0,0,0,0
 14-21,1.85,0,5.37,37.45,82.86,0,151.1,0,0,0,9.58,13.58,6.25,1.34,53.26,3.39,0,0,0,0.88,43.67,0,0,18.74,734.37,262.51,1.08,60.24,5.81,0,370.32,3.01,19.22,126.3,0,20.51,172.22,0,0,167.51,0,5.92
 24-34,0,0,0.79,31.85,12.37,0,49.47,0,3.85,0.71,27.04,4.65,1.4,16.12,121.59,5.17,0,4.38,2.17,6.39,42.84,1.25,0.69,15.03,574.77,49.37,5.91,24.17,0,0,248.75,0,0,123.61,0,14.42,198.08,0,0,468.95,0,0.91
 36-46,0,0,0,18.6,0,0,49.56,0,0,0,116.95,3.34,2.12,16.96,160.73,3.18,20.53,3.71,3.07,3.78,48.45,0,0,9.32,369.99,35.94,4.24,5.16,0,0,196.57,0,0,72.06,0,0,164.56,0,0.85,153.87,0,5.77
 48-58,0,1.29,0,6.28,0,0,43.75,0,0.52,1.93,358.95,1.38,22.35,21.15,125.64,6.41,1.79,1,0,0.79,143.82,0,7.65,9.1,173.2,10.41,1.44,13.61,0,0,166.63,0,0,36.36,0,0,177.16,0,1.35,65.18,0.9,2.95
 60-70,0,0,0,18.75,0,0,70.29,0,1.89,3.05,921.68,0.63,16.67,21.3,178.29,2.54,9.58,8.37,0.78,0,263.94,0.73,1.29,5.71,119.81,1.01,3.59,12.81,0,0,166.25,0,0,35.75,0,0,106.05,0,7.66,66.33,0,19.37
 72-82,0,0,0,14.2,0,0,106.24,0,0,2.27,1169.11,0.72,4.24,38.24,166.86,3.84,2.59,4.45,4.66,1.06,309.53,0,1.43,6.06,111.35,3.28,0.84,22.75,0,0,160.66,0,0,28,0,0,36.79,3.44,9.2,68.36,2.27,10.15
 84-94,0,0,5.76,35.8,0.68,0,126.37,0,4.11,8.01,901.5,6.04,6.55,4.31,300.39,10.92,1.59,3.85,15.54,0.58,318.39,3.26,4,12.76,135.47,1.61,5.24,28.82,0,0,465.82,0,0,71.22,0,0,36.02,0,4.68,91.28,3.35,2.6
 96-106,0,0,0.65,40.65,4.51,0,101.86,0.87,14.74,6.56,1136.14,3.94,1.06,50.82,276.78,13.5,5.72,6.22,8.65,0.69,280.51,5.08,9.38,4.76,115.83,2.02,13.12,38.49,0,1.45,419.01,0,0,52.28,3.94,0,38.98,0,5.65,128.81,2.94,0
108-118,0,0,0.45,38.06,13.08,0.69,87.13,0,9.43,6.4,1143.61,3.65,0,16.44,225.64,17.2,8.36,3.62,5.13,0,287.99,2.76,5.23,5.73,163.37,2.31,10.89,31.65,0,0.87,299.37,0.48,0,60.57,0.66,0,18.4,0,14.67,84.27,3.66,2.97
120,0,0,0,21.59,0,0,123.4,1.26,10.22,0,1171.43,2.9,0,16.35,255.12,6.69,3.01,6.97,37.52,0,238.76,2.96,6.92,3.62,134.48,11.95,17.91,11.48,0,0,303.06,0,0,39.98,0,0,32.33,0,0,84.65,17.29,0
