stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,92.96,796.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.86,0,0,0,0,0,0,0,0,0,0,0
  5-6,32.06,555.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,13.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.65,25.44,0,9.59,0,0,0,126.5,0,0,0,0,0,7.56,0,0,0,0,0,0,0,0,0,0,0,969.69,0,0,0,69.96,3.31,8.66,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.87,0,0,0,0,0,99.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.08,6.32,0,0,30.58,0,0,0,0,0,11.61,0,0,0,0,0,0
 14-21,0,0,1.11,0,0,0,0,0,0,0,0,4.17,0.97,0,0,0,1.83,0,0,0,0,3.88,0,0,10.07,40.93,0,14.55,0,0,0,0,2.34,0,42.05,56.42,12.24,0,0,0,0,0
 24-34,0,0,1.41,0,1.97,0,0,12.61,0,0.83,0,27.61,0,0,0,0.72,0,0,0,0,0,2.7,0,0,0,523.35,0,26.9,0,0,2.43,0,0,3.54,0,1.77,185.19,0,0,21.03,0,0
 36-46,0,0,0,0,1.72,0,0,30.01,1.19,0,0,23.66,0,0,0,0,0,0,2.16,1.44,0,1.88,0,0,2.26,1056.12,0,39.33,0,0,6.08,0,0,0,0,0,262.8,0,0,15.43,0,1.41
 48-58,0,0,0,0,7.94,0,0,127.68,0,0,0.95,39.7,0,0,0.55,0,0,5.19,0,0,1.38,12.99,0,0,4.78,2144.46,0,20.27,1.39,0,0,0,0,0,0,0,204.19,0,0,21.81,0,0.54
 60-70,0,0,1.55,0,0,0,0,130.22,1.47,1.36,3.84,150.48,0.85,0,0.6,0,0,0,2.72,0,3.33,33.05,2.67,1.06,6.58,3462.28,0,44.14,0,0,3,0,0,0,0,0,298.64,0,0,9,0,0
 72-82,0,0,0.58,0,5.55,1.89,0,186.67,0,0.74,16.52,234.08,3.35,0,3.58,5,0.7,8.35,0.79,0,0.49,65.64,0,1.43,1.29,3712.19,0,31.85,0,0,0,0,0,0.57,0,0,284.18,0.59,3.83,25.2,0,0
 84-94,0,0,1.16,0,10.66,13.24,0,202.96,6.5,4.74,8.01,226.82,0,0,1.06,2.58,0.75,0.55,0,9.21,3.09,40.3,0,1.14,6.19,2477.43,2.32,43.01,5.41,0,3.79,0,0,1.76,0,0,168.61,3.12,1.37,20.85,6.8,0
 96-106,0,0,0,0,24.4,0,0,202.67,12,0,0,186.37,0.85,0,0.75,1.62,0,0.77,0.57,0,1.42,71.18,0,0.75,2.97,2464.06,0,59.7,0,0,5.69,0,0,0.57,0,0,119.38,0.62,0,29.88,6.04,10.74
108-118,0,0,0,0,18,2.28,6.1,151,4.34,0.52,4.07,239.89,2.16,0,0,0,0,0,0,4.5,19.49,68.04,1.14,2.91,1.86,2162.91,0,27.86,1.32,0,2.59,0,0,0,0,0,67.53,3.58,4.51,33.81,1.84,10.88
120,0,0,0,0,19.7,10.97,0,262.85,1.04,7.29,0,382.11,4,0,0,0,0,3.86,1.69,0,0,180.28,0,2.47,6.59,4827.41,0,28.37,0,0,6.46,0,0,2.39,0,0,231.3,1.24,12.35,27.94,2.57,33.3
