stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,42.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,15.57,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.35,9.45,0,5.48,0,0,0,16.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.61,7.17,0,0,29.06,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.57,0,32.78,0,0,0,46.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.02,0,0,0,66.33,0,0,0,3.14,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.09,21.23,8.28,0,6.98,0,0,0,18.7,0,0,1.15,0,1.82,0,0.93,2.94,0,14.03,0,0,3.3,168.43,2.16,0,12.78,3.47,0,0,5.46,17.84,0,4.71,84.06,0,0,0,0,0
 24-34,0,0,0,0,2.14,0,0,35.76,0,0,0,21.66,0,1.11,0,0,0,0,4.64,0,0,38.49,0.69,0,5.8,629.3,0,7.15,10.31,0,0,0.6,0.76,3.42,0,1.47,126.48,0,0,0.6,0,0
 36-46,0,0,0,0,5.9,0,0,120.04,0,0,0,31.56,0,0,0,0,0,0,0,0,0,33.89,0,0,10.54,1271.8,0,12.32,14.59,0,8.6,0,0.9,0,0,0,185.7,0,0,4.49,0,0
 48-58,0,0,0,0,10.2,0.45,0,306.07,0,0,2.19,49.59,0,0,0.59,0.56,0,0,0,0,0.64,44.14,0,3.68,8.75,1610.5,0,9.4,7.5,0,0,0,0,0.37,1.65,0,223.89,0,0,3.78,0,8.76
 60-70,0,0,0,0,6.35,0,0,663.91,3.1,0,8.15,69.86,4.11,0,0,1.41,1.37,1.47,3.78,0.87,0,62.73,0,0.98,8.36,1997.23,0,2.05,3.53,0,0,4.06,0,1.72,0,0,212.49,0.77,0,0,0,0
 72-82,0,0,0.86,0,4.08,6.67,0,723.81,0,0,13.48,51.59,0.64,0,0,3.15,0.56,0,2.21,0,0,71.93,0.95,4.41,5.87,1660.79,0,7.16,9.41,0,0,4.15,0,1.47,0,0,152.6,2.88,2.38,7.29,0.52,6.12
 84-94,0,0,0.81,0,15.31,1.33,0,413.82,0,0,3.15,88.34,0,0,0,2.12,1.23,1.82,2.89,0,0.83,51.9,0,2.58,3.79,1152.16,2.88,6.64,11.42,0,0,4.56,0,2.98,0,0,90.75,1.53,0.64,5.91,0,1.4
 96-106,0,0,0,0,6.11,5.01,0,474.87,0,0,2.4,53.5,3.23,0,1.69,7.4,2.79,2.61,4.91,2.44,7.73,53.52,0.6,0.59,1.78,854.43,0,16.89,20.25,0,4.28,0.6,0,1.12,0,0,67.6,7.34,2.46,3.69,0.68,3.22
108-118,0,0,0.76,0,25.12,1.11,0.5,414.08,0,0.48,1.19,70.7,1.71,0,0.47,6.29,2.63,3.48,3.83,1.16,0,65.76,1.38,5.79,3.31,1252.81,0.69,7.86,21.35,0,2.92,2.18,0,0,0,0,29.65,5.05,0.41,4.47,2.48,3.63
120,0,0,0,0,7.22,14.37,0,389.74,0,1.11,0,78.82,1.14,0,0,11.89,3.52,0,6.98,0,0,92.52,0,0,4.24,1414.96,0,15.9,14.28,0,0,3.23,0,2.08,1.69,0,41.77,0,0,22.26,0,0
