stage,epidermis,mesenchyme,muscle,neural,olfactory,spinal.cord
 14-21,0,1.21,0,0,0,0
 24-34,0,0,0,0,72.79,0
 36-46,18.5,0,0,0,3.8,0
 48-58,0,0,0,0,40.52,0
 60-70,0,0,0,0,151.23,0
 72-82,0,0,0,0,132.2,3.54
 84-94,0,0,0,0,20.26,0
 96-106,0.86,0,0.67,5.56,758.63,0
108-118,0,0,0,0,341.29,0
120,0,0,0,5.5,59.37,0
