stage,epidermis,eye,immune,mesenchyme,neural,otic,paraxial_mesoderm,periderm
  3-4,0,0,0,0,0,0,0,17.37
  7-9,0,0,0,0,6.42,0,6.82,0
 14-21,3.64,0,0,0,0,0,0,0
 24-34,0,0,4.71,0,0,0,0,0
 36-46,0,0,4.43,0,0,0,0,0
 48-58,0,0.92,9.52,0,0,0,0,0
 60-70,4.52,0,15.72,0,0,5.32,0,0
 72-82,0,0,24.65,0,0,2.92,0,0
 84-94,0,0,20.61,0,0,11.91,0,0
 96-106,0,0.68,33.21,3.62,0,3.64,0,0
108-118,0,0,28.47,2.91,0,5.86,0,0
120,0,0,10.85,2.29,0,1.16,0,0
