stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,25.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,59.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.84,0,0,0,24.32,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,22.8,0,0,0,21.6,0,0,0,0,0,7.63,0,0,0,0,0,0,0,0,0,0,0,166.28,22.55,0,0,28.35,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1.05,2.08,12.67,4.65,0,5.01,0,0,0,0,0.82,0.91,0.85,0,0,0,0,0,0,6.53,0,0,4.4,135.65,1.97,1.69,0,0.88,0,9.29,8.13,1.84,0,8.34,27.49,0,0,0,0,0
 24-34,0,0,0,13.68,0.95,0,19.34,0,0.78,0,10.28,0.82,0,1.45,0,0.62,0,0,0,0,20.15,0,1.21,13.19,265.3,0.65,2.04,3.22,0,0,4.41,0,0.69,0.61,1.93,64.01,0,0,8.03,0,1.38
 36-46,0,0,0,12.99,0,0,19.5,0.66,16.89,2.28,14.66,0,0,1.51,0,0.63,2.31,0,0,0,21.13,0,0,2.07,304.17,0,2.31,0,0,0,11.94,0,0.67,0,0,94.98,0,0,4.43,0,2.23
 48-58,0,0.42,0,6.57,0.69,0,45.33,0,0,2.72,23.83,0,0,0,0,0,0,1.39,0.39,4,19.88,0,0.42,3.33,285.16,0.43,0.39,3.36,0,0,5.9,0,6.1,1.46,0,75.5,0,0,7.41,0,1.43
 60-70,0,0,0,5.65,0,0,130.38,0,7.02,1.97,43.64,3.7,0,1.47,0.8,0,0,0.72,0,2.61,35.78,0,0.69,1.41,407.76,0,0.96,2.92,0,0,13.07,0,0,2.72,0,55.43,0,0,10.03,0,19.13
 72-82,0,0,0,7.01,0.64,0,126.51,0,0,1.82,52.37,0.63,0,0,3,0,0,1.47,0,0,42.03,0,3.73,0.95,360.04,6.74,1.62,2.11,0,4.07,2.96,0,1.99,0,0,27.62,0,0,15.86,3.17,20.01
 84-94,0,0,1,12.84,21.93,2.35,91.05,0.69,0.86,2.1,30.14,4.78,0,3.83,1.7,1.24,0.61,0,0,8.53,46.64,1.19,11.5,5.44,358.65,2.37,0,8.58,0,0,8.34,0,1.14,1.09,0,42.43,0,0.75,14.01,1.65,1.69
 96-106,0,0,1.03,11.85,7.46,1.4,64.96,0,1.21,7.56,34.75,5.8,0,0.75,5.08,3.64,2.05,2.02,4.34,7.1,37.02,0,0.7,2.95,256.62,0,6.99,6.37,0,0,21.95,0,0,0.7,0,16.45,0,1.16,8.67,0,6.29
108-118,0,0,0,20.16,4.2,5.18,108.54,0,2.25,3.43,61.96,4.38,0,0.61,11.09,2.09,6.16,0.92,0.52,0,61.16,0,2.51,9.71,276.52,12.39,3.77,10.11,0,1.55,12.07,0,0,3.63,0,12.55,0,0,8.45,0.44,2.99
120,0,4.34,0,32.98,3.73,1.06,135.31,0,3.26,0,88.34,5.36,0,0,8.63,0,0,0,0,0,73.91,0,0,3.13,477.47,0,1.77,28.89,0,12.66,15.25,0,1.22,0,0,38.21,5.08,0,11.22,0,9.52
