stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,21.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,0,0,0,0
  5-6,17.81,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.13,0,0,0,13.7,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,6.72,0,9.53,5.1,0,7.89,0,0,0,0,1.08,0,0,0,0,0,0,0,0,51.94,0,0,22.01,500.59,7.27,18.34,1.04,0,0,0,4.88,0,2.69,11.31,319.67,0,0,0.99,0,0
 24-34,2.64,0,4.46,0.6,33.71,1.57,0,48.66,0.72,2.43,3.22,12.52,0.68,0,15.38,0,1.92,0,0,14.84,0.62,143.63,0,0,32.86,4895.28,1.49,90.25,0.8,0,3.89,1.38,0,0,0,2.73,1401.15,0,0,5.21,0,0
 36-46,0,0,0.73,0,23.78,0,0,116.39,0,3.2,3.16,49.13,0,0,30.2,9.65,0,0,0,0,11.52,146.9,0,7.85,18.65,10815.01,5.76,125.88,0,0,0,23.61,0,3.4,0,0,2580.75,0,3.58,4.14,0,0
 48-58,0,2.59,1.38,0,74.26,5.34,0,1386.08,1.63,7.13,16.48,146.8,0.56,0.37,10.74,9.83,0,10.51,1.64,0.48,8.66,156.39,0,11.45,17.49,16603.65,7.88,78.49,3.21,0,0.4,20.42,0,1.19,1.32,0,2539.03,0,0,5.99,0.78,46.13
 60-70,0,0,5.66,0,54.38,4.16,0,4082.05,1.38,30.24,0,295.77,0.62,1.21,3.02,5.87,1.24,18.33,0,0.72,6.77,205.29,2.49,8.96,4.88,21936.97,1.12,125.51,10.1,0,19.27,20.23,0,0,1.33,0,2506.18,0,0,37.31,0,14.05
 72-82,0,0,21.29,0,70.84,13.21,0,5411.3,7.83,1,10.47,337.74,9.7,0,3.15,6.01,1.74,1.23,1.51,0,1.42,197.47,0.74,54.66,5.46,22280.57,0,160.9,11.56,1.13,9.25,14.33,0,0.73,1.81,0,1213.43,6.41,2.57,14.92,5.52,18.24
 84-94,0,0,12.08,0,105.39,10.73,0,4083.74,1.62,23.59,12.8,309.41,11.01,0,6.04,8.06,1.33,6,0.61,0,3.83,176.83,0,20.71,10.32,13197.27,0,148.32,15.06,0,21.45,27.38,0,0,0,0,803.12,7.9,4.83,6.87,5.32,4.6
 96-106,0,0,8.29,0,80.4,31.38,10.43,3603.07,0,3.22,1.92,279.49,20.06,0,4.05,10.58,2.44,0.75,3.74,101.36,0.72,159.13,7.02,10.95,17.15,11557.91,3.68,201.58,16.84,0,26.73,57.7,0,0,1.42,0,358.47,6.04,2.48,10.71,4.66,4.18
108-118,0,0,11.19,0.59,78.91,13.49,2.27,3469.67,1.24,5.23,7.33,263.27,3.21,0,0,5.63,2.1,9.79,0,12.74,0,148.3,1.57,11.75,9.35,12624.03,1.15,153.21,12.32,0,26.85,20.55,0,0,0.43,0,332.01,5.69,1.53,8.51,10.77,1.58
120,0,0,12.75,2.55,110.12,45.4,13,3406.35,14.64,13.04,30.19,460.59,18.27,0,17.33,31.02,0,23.85,0,8.2,3.24,200.67,0,22.1,10.57,21620.64,8.37,192.67,21.54,0,59.11,10.22,0,4.53,0,0,571.19,0,0,2.19,9.97,14.33
