stage,endocrine.pancreas,epidermis,eye,glial,immune,mesenchyme,neural,olfactory,periderm,spinal.cord,vasculature
 14-21,0,0,0,0,0,0,1.19,0,1.09,0,0
 24-34,0,0,0,0,0,0,0,0,0,0,0.6
 36-46,0,0,0.64,0,0,0,0,0,0.64,0,0
 48-58,0,0,0,0,0,0,0.73,0,4.27,0,0
 72-82,0,0,0,0,0,0.96,0,0,3.08,0,0
 84-94,0,0,0,0,0,1.24,0,0,0,0,0
 96-106,1.36,0,0,0,0,0,0,61.89,0,0,0
108-118,0,0,0,0,0.55,3.57,0,7.6,0.66,0.63,0
120,0,2.62,0,1.51,0,0,0,2.52,1.03,0,0
