stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,55.22,1960.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.08,0,0,0,0,0,0,0,0,0,0
  5-6,81.86,1458.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.54,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0
  7-9,85.62,72.83,0,142.65,0,0,0,245.13,0,0,0,0,112.56,0,0,0,0,0,0,0,0,0,0,0,1833,63.58,0,0,683.02,0,0,15.41,0,0,0,0,0,0,0,0,0
 10-12,0,47.43,0,93.11,0,6.65,0,204.51,0,0,0,0,60.79,0,0,0,0,0,0,0,0,0,0,0,2759.73,75.81,0,0,681.01,0,0,30.81,0,121.38,0,0,0,0,0,0,0
 14-21,0,0,0,7.17,50.86,9.33,0,34.48,0,0,10.99,2.94,0,1.92,0,0.95,0,0,0,0,42.15,0,0,26.34,500.98,8.17,1,0.94,13.65,0,3.5,0,37.64,1.08,24.95,135.26,0,0,4.27,0,0.85
 24-34,0,0,0,1.35,26.04,0,0,83.84,0,0,20.18,0.71,0,1.24,7.37,0.7,0.92,2.47,4.39,0,88.13,0,0,35.42,968.08,5.7,5.07,3.54,0,0.99,14.52,0,2.32,3.01,3.29,147.78,0,0,21.74,0,1.73
 36-46,8.46,0,0,0,30.64,0,0,191.81,2.53,0.62,21.24,0,0,1.84,0.96,0,0,0,0,0,88.15,0,0,29.59,656.84,2.77,2.45,2.89,0,0,5,0,4.67,0,0,131.6,0,0,13.72,0,8.52
 48-58,0,0,0.44,0.42,14.25,0,0,317.96,0,5.47,32.89,2.39,0,0.47,1.49,16.6,3.72,0.46,7.3,4.05,104.41,0,3.67,14.17,560.67,5.85,0.81,1.34,0,0,4.57,0,0,0,0,102.7,0,0,7.09,0,2.16
 60-70,0.81,0,0,0,20.31,0,0,263.38,2.8,0,36.65,13.31,0,0,1.01,0,7.97,1.35,0,0,73.3,6.36,6.46,12.31,370.96,6.23,7.23,2.62,0,0,5.26,0,0,10.76,0,47.98,0,0,16.87,0,0.99
 72-82,0,0,0.5,0,5.52,11.68,0,120.2,0,0.68,18.12,1.01,0,1.16,0,0,0,0.61,0,0,81.05,0,1.3,15.5,248.55,0,1.11,0.76,0,0,1.07,0,0,0,0,16.25,0,1.72,2.58,1.23,6.32
 84-94,0,0,1.48,0,9.52,0,0,105.57,0.62,1.97,24.4,1.12,0,0,4.08,0,1.02,1.46,1.69,5.72,47.91,0,5.22,8.02,190.44,0,3.84,4.05,0,0,2.04,0,0,0,0,24.41,0,4.26,9.14,1.92,5.84
 96-106,0,0,0,0,10.36,0.68,0.97,92.8,0,0,22.5,5.27,0,0,0.9,1.74,0.92,0,0,0,52.59,0,6.35,3.93,111.08,0,2.01,3.14,0,0,7.38,1.35,0,0,0,12.98,0,0,15.06,2.28,0
108-118,0,0,0,0,7.45,0.59,1.21,75.53,0.43,0.6,22.95,0,0,1.02,2.31,0.81,0,0.69,2.38,1.02,39.13,4.25,3.95,5.36,162.23,0.46,1.02,7.89,0,0,6.13,0,0,0,0,1.31,0.66,1.3,0.43,1.58,0.42
120,0,0,0,0,7.19,1.14,0,83.27,0,4.1,42.47,3.85,0,0,7.48,0,0,2.12,0,0,42.21,0,0,3.8,223.3,0,2,1.34,0,0,3.95,0,0,0,0,2.54,1.12,0,14.61,0,0
