stage,endocrine.pancreas,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,glial,mesenchyme,mucous,muscle,neural,olfactory,periderm,pronephros,slow.muscle,spinal.cord,vasculature,visceral.smooth.muscle
 24-34,0.61,0,0,0,0,0,0,0,0,0,4.52,0,4.67,0,0,2.32,4.58,0
 36-46,0,0,0,0,3.78,0,0,0,0,0,0,1.22,0,0,5.36,0,0,0
 48-58,0,0,0,1.07,0,0,0,0,1.76,0,10.65,0,0,0,2.46,0.47,0,0
 60-70,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,5.29,0.93,0,0
 72-82,0,0,0.9,1.97,1.01,0,1.45,0.5,0,0,9.76,0,0,0,0.5,0,0,1.13
 84-94,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,1.55,0,0,1.17
 96-106,0,1.41,3.34,1.71,4.05,0,3.22,3.68,0,1.79,28.36,0,0.59,0,3.25,0,2.08,1.44
108-118,0,0,0,6.76,0.9,0.5,0,1.01,0,0.68,8.45,0,0,0.47,7.95,0,0,0.54
120,0,0,0,13.87,0,0,0,0,0,0,5.97,0,0,0,3.96,0,0,0
