stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,272.77,4629.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.49,0,0,0,0,0,0,0,0,0,0,0
  5-6,340.6,4984.99,0,10.49,0,0,0,0,0,0,0,0,32.75,0,0,0,0,0,0,0,0,0,0,0,261.35,39.68,0,0,61.03,0,38.94,0,0,0,0,0,0,0,0,0,0,0
  7-9,117.75,94.42,0,113.6,0,0,264.53,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,2994.6,113.78,0,0,1042.73,0,0,14.8,0,0,0,0,0,0,0,0,0,0
 10-12,0,123.86,0,216.67,0,29.37,250.47,0,0,0,0,0,49.65,0,0,0,0,0,0,0,0,0,0,0,2131.58,67.13,0,0,763.59,0,0,10.79,4.43,48.23,0,7.77,9.79,0,0,0,0,0
 14-21,0,0,2.2,5.91,61.51,21.42,44.46,0,0,0,18.18,7.39,2.27,0.89,0,1.16,0,0,0,0,46.34,0,0,38.35,730.29,18.25,1.8,4.42,17.62,0,0,1.81,70.99,7.92,2.01,47.63,187.51,0,0,5.88,0,1.35
 24-34,0,0,0.65,1.98,17.96,0.62,127.71,0.93,0,3.6,25.37,1.16,0,4.41,0.87,0.77,0,5.06,0.61,0.95,97.53,0,0,50.05,1357.89,8.14,8.99,8.55,0,0,4.35,0,0.76,3.59,1.04,11.42,329.8,0,0,35.84,0,3.18
 36-46,0,0,0,1.58,28.14,0.9,192.01,0,0,2.08,38.41,0,0,0.75,0,0,0,0.7,1.17,1.58,95.54,0,2.94,27.08,798.86,5.76,2,11.17,0,0,4.89,1.89,0,1.18,0,0,178.01,0,0,14,0,2.17
 48-58,0,0,0,0,7.15,0,334.49,0,2.88,1.71,63.1,1.43,0,3.88,1.43,0,0,0,0,0.41,115.22,0.39,2.56,14.92,614.6,0.56,2.44,3.58,0,0.59,2.66,0,0,0.42,0,0,121.33,0,0,4.67,0,1.86
 60-70,0,0,0,0,14.57,3.84,240.85,0,0,1.52,39.47,8.88,0,0.58,0,0,0,1.39,3.74,1.56,85.34,0,9.47,20.54,327.74,1.36,1.42,4.63,0,0.96,0.58,0,0,0.93,0,0,54.3,0,0.98,6.38,0,0
 72-82,0,0,0.61,0,15.06,5.34,218.83,0,4.32,3.26,41.23,3.39,0,0,0,0.93,2.37,2.67,0,0,109.56,0.74,11.74,17.17,351.6,0,0,7.94,0,0,4.19,0,0,1.24,0,0,25.78,0,2.35,5.59,2.64,2.17
 84-94,0,0,1.16,0,5.45,5.44,172.48,10.7,1.51,4.92,47.87,1.03,0,0,4.99,1.98,0.63,1.85,0,1.13,108.57,0,4.36,9.71,249.46,3.42,1.13,8.67,0,0,9.63,0,0,0.76,0,0,24.57,5.05,1.23,16.57,5.92,0.88
 96-106,0,0,1.05,0,19.18,17.01,106.98,2.88,0,1.44,46.45,2.6,0,1.64,1.73,0.8,6.23,4.56,2.37,1.32,89.51,2.02,3.56,11.66,194.87,0.81,5.87,4.42,0,5.04,6.43,0,0,2.22,0,0,15.6,0.62,5.38,18.7,4.72,3.35
108-118,0,0,0.71,0,14.94,2.1,90.37,0,3.98,1,57.92,7.6,0,1.61,1.27,1.68,2.69,0.69,2.16,0,108.87,0,3.24,16.57,325.08,0.44,0.91,7.77,0,8,5.69,0,0,1.76,0,0,22.78,0,4.88,3.5,0.68,12.67
120,0,0,0,0,21.5,9.07,88.42,0,2.23,0,40.26,1.33,0,0,11.52,0,1.91,0,0,0,78.64,0,0,4.17,316.43,2.24,15.15,1.66,0,0,7.42,0,0,0,0,0,36.84,0,0,0,0,0
