stage,eye,fast_muscle,mesenchyme,muscle,neural,presomitic_mesoderm,slow_muscle,somites,spinal_cord,visceral_smooth_muscle
 10-12,0,0,0,0,4.56,0,0,0,0,0
 14-21,0,0,0,0,0,0.95,1.46,2.23,2.37,0
 24-34,0,0,0,0.99,0.88,0,0.99,3.87,0,0
 36-46,0,0.61,0,0,0.73,0,0,0,0,0
 48-58,0,0,0.56,0,0,0,0,0,0,0
 72-82,0,1.57,0,0,0,0,0,0,0,0.54
 84-94,0,0.76,0,0,0.62,0,0,0,0,0
 96-106,5.55,0,0,0,1.54,0,0,0,0,0.87
